[weather.met.weather]
!Title  =  Namwon  2007-2020
latitude  =34.6856
Longitude  =126.9216
!  TAV  and  AMP  inserted  by  'tav_amp'  on  31/12/2020  at  10:00  for  period  from      1/2007  to  366/2020  (ddd/yyyy)
tav  =    13.78  (oC)          !  annual  average  ambient  temperature
amp  =    16.15  (oC)          !  annual  amplitude  in  mean  monthly  temperature
  
  
site  year  day  radn  maxt  mint  rain  evap
Jangheung  2007  107  7.742  13.1  1.5  0.0  1.704
Jangheung  2007  108  12.639  16.2  3.7  0.5  2.266
Jangheung  2007  109  18.853  19.5  -0.4  0.0  3.207
Jangheung  2007  110  13.374  21.6  4.6  0.0  3.24
Jangheung  2007  111  7.114  20.0  14.5  0.0  1.989
Jangheung  2007  112  7.58  20.1  9.6  8.0  2.259
Jangheung  2007  113  16.986  20.0  7.5  0.0  3.426
Jangheung  2007  114  7.641  18.2  6.0  0.0  2.035
Jangheung  2007  115  19.59  20.8  4.5  0.0  3.925
Jangheung  2007  116  16.679  23.7  4.4  0.0  3.29
Jangheung  2007  117  15.843  24.7  7.5  0.0  3.529
Jangheung  2007  118  20.273  24.1  3.0  0.0  4.175
Jangheung  2007  119  19.327  25.7  1.2  0.0  3.879
Jangheung  2007  120  7.48  20.3  6.5  8.5  2.399
Jangheung  2007  121  7.395  14.3  11.8  1.5  1.697
Jangheung  2007  122  20.218  21.7  9.0  0.0  4.045
Jangheung  2007  123  11.2  23.0  7.1  0.0  2.516
Jangheung  2007  124  17.197  25.0  12.3  0.0  3.803
Jangheung  2007  125  12.472  24.7  9.8  11.5  2.713
Jangheung  2007  126  8.402  21.7  13.6  49.0  1.977
Jangheung  2007  127  20.728  25.5  10.5  0.0  4.395
Jangheung  2007  128  20.095  26.7  8.3  0.0  4.231
Jangheung  2007  129  13.354  23.7  4.9  16.0  2.916
Jangheung  2007  130  19.156  23.0  11.5  0.0  4.39
Jangheung  2007  131  20.851  24.2  7.0  0.0  4.201
Jangheung  2007  132  7.643  17.1  13.8  16.5  2.039
Jangheung  2007  133  21.463  24.1  7.1  0.0  4.383
Jangheung  2007  134  19.819  24.2  7.9  0.0  4.138
Jangheung  2007  135  17.169  24.2  12.8  0.0  3.883
Jangheung  2007  136  7.717  18.8  15.1  10.0  2.071
Jangheung  2007  137  18.439  23.2  13.6  0.0  4.79
Jangheung  2007  138  18.014  21.7  11.3  0.0  3.968
Jangheung  2007  139  20.713  23.3  10.5  0.0  4.448
Jangheung  2007  140  21.961  21.7  8.1  0.0  4.198
Jangheung  2007  141  11.148  23.3  10.6  0.0  2.644
Jangheung  2007  142  21.105  24.3  8.8  0.0  4.487
Jangheung  2007  143  12.184  23.5  12.3  0.0  2.995
Jangheung  2007  144  7.839  21.2  18.7  43.0  2.295
Jangheung  2007  145  16.683  26.6  16.2  0.5  4.245
Jangheung  2007  146  20.499  28.7  14.1  0.0  4.813
Jangheung  2007  147  21.967  28.7  15.5  0.0  5.207
Jangheung  2007  148  20.191  23.2  14.8  0.0  4.726
Jangheung  2007  149  12.373  26.1  14.1  0.0  3.26
Jangheung  2007  150  18.761  24.8  14.6  0.0  4.552
Jangheung  2007  151  17.205  24.8  11.8  0.0  3.833
Jangheung  2007  152  7.928  18.8  16.2  0.0  2.479
Jangheung  2007  153  7.937  19.6  16.8  0.0  2.569
Jangheung  2007  154  12.645  26.7  15.8  0.0  3.539
Jangheung  2007  155  16.57  26.7  14.6  0.0  3.99
Jangheung  2007  156  15.346  25.7  17.2  0.0  3.853
Jangheung  2007  157  20.501  27.8  16.5  0.0  4.893
Jangheung  2007  158  17.038  29.0  15.5  0.0  4.205
Jangheung  2007  159  17.715  27.5  16.3  0.0  4.442
Jangheung  2007  160  11.454  24.3  17.2  0.0  3.159
Jangheung  2007  161  19.068  26.7  13.5  0.0  4.442
Jangheung  2007  162  18.512  26.7  14.3  0.0  4.456
Jangheung  2007  163  21.424  26.6  15.8  0.0  4.884
Jangheung  2007  164  8.001  24.2  16.8  7.0  2.234
Jangheung  2007  165  8.004  21.2  17.2  2.5  2.106
Jangheung  2007  166  8.006  22.5  16.8  0.5  2.343
Jangheung  2007  167  10.692  28.6  16.0  0.0  3.894
Jangheung  2007  168  8.457  23.7  17.2  0.0  2.621
Jangheung  2007  169  15.168  27.3  17.8  0.0  3.837
Jangheung  2007  170  18.299  27.2  16.6  0.0  4.374
Jangheung  2007  171  14.384  26.7  20.0  0.0  3.849
Jangheung  2007  172  8.01  25.0  21.7  6.5  2.384
Jangheung  2007  173  8.009  24.3  20.3  3.5  2.248
Jangheung  2007  174  8.007  22.2  19.6  7.5  2.195
Jangheung  2007  175  8.117  24.5  20.5  6.5  2.368
Jangheung  2007  176  8.002  22.1  19.7  2.5  2.161
Jangheung  2007  177  14.145  29.2  19.7  0.0  3.735
Jangheung  2007  178  11.795  26.8  18.2  0.0  3.273
Jangheung  2007  179  7.992  25.7  22.7  1.0  2.408
Jangheung  2007  180  14.242  29.3  20.7  0.0  3.814
Jangheung  2007  181  16.358  28.2  18.5  0.0  4.148
Jangheung  2007  182  7.977  23.0  20.3  78.5  2.161
Jangheung  2007  183  8.194  26.1  21.0  9.5  2.422
Jangheung  2007  184  10.085  28.1  21.2  0.5  2.888
Jangheung  2007  185  10.859  26.8  19.6  78.0  2.909
Jangheung  2007  186  7.95  26.0  19.3  1.0  2.328
Jangheung  2007  187  7.942  21.7  19.2  40.5  2.119
Jangheung  2007  188  10.388  28.6  19.6  0.0  3.001
Jangheung  2007  189  7.925  23.7  20.7  0.0  2.555
Jangheung  2007  190  7.916  22.1  20.6  28.0  2.378
Jangheung  2007  191  7.906  24.0  21.0  1.0  2.352
Jangheung  2007  192  9.01  25.2  19.2  0.0  2.56
Jangheung  2007  193  13.232  28.8  21.5  0.0  3.527
Jangheung  2007  194  8.876  27.2  22.2  10.0  2.864
Jangheung  2007  195  17.102  31.7  21.6  0.0  5.422
Jangheung  2007  196  12.19  26.3  20.2  0.0  3.516
Jangheung  2007  197  8.615  23.3  20.1  1.0  2.396
Jangheung  2007  198  7.823  26.7  18.7  0.0  2.488
Jangheung  2007  199  18.705  28.7  17.1  0.0  4.573
Jangheung  2007  200  9.351  28.8  23.2  25.0  2.802
Jangheung  2007  201  10.779  28.0  22.7  1.0  3.038
Jangheung  2007  202  7.987  27.0  19.8  0.5  2.415
Jangheung  2007  203  21.178  29.6  18.5  0.0  5.199
Jangheung  2007  204  16.607  29.7  20.2  0.0  4.346
Jangheung  2007  205  12.262  30.1  20.6  0.0  3.481
Jangheung  2007  206  9.582  32.4  23.7  0.0  2.96
Jangheung  2007  207  19.974  33.7  23.6  0.0  5.33
Jangheung  2007  208  16.295  32.4  22.2  0.0  4.498
Jangheung  2007  209  17.819  33.0  22.6  0.0  4.845
Jangheung  2007  210  16.246  33.4  22.2  0.0  4.574
Jangheung  2007  211  13.458  30.7  22.0  0.0  3.7
Jangheung  2007  212  10.012  30.2  21.3  0.0  2.919
Jangheung  2007  213  15.173  32.5  22.6  0.0  4.367
Jangheung  2007  214  14.594  33.5  23.3  0.0  4.135
Jangheung  2007  215  17.539  34.0  24.7  0.0  4.965
Jangheung  2007  216  15.418  32.2  25.5  3.0  4.614
Jangheung  2007  217  7.475  25.7  22.3  30.0  2.107
Jangheung  2007  218  7.451  25.1  21.3  24.5  2.103
Jangheung  2007  219  8.853  28.7  22.7  21.5  2.75
Jangheung  2007  220  10.69  30.2  25.2  19.0  3.532
Jangheung  2007  221  11.208  31.3  25.8  6.5  3.491
Jangheung  2007  222  12.271  30.1  26.2  0.0  3.895
Jangheung  2007  223  8.309  29.3  25.2  1.0  3.796
Jangheung  2007  224  7.3  27.2  24.0  142.0  2.519
Jangheung  2007  225  7.382  28.6  23.5  45.0  2.474
Jangheung  2007  226  9.638  29.1  22.2  41.0  3.153
Jangheung  2007  227  8.955  29.3  22.1  25.5  2.777
Jangheung  2007  228  14.779  31.1  22.7  0.0  3.911
Jangheung  2007  229  13.656  33.5  23.2  0.0  3.703
Jangheung  2007  230  16.102  32.7  22.1  0.0  4.2
Jangheung  2007  231  15.302  32.2  20.3  0.0  3.925
Jangheung  2007  232  11.595  32.7  22.0  29.5  3.068
Jangheung  2007  233  16.18  31.8  23.0  0.5  4.225
Jangheung  2007  234  11.302  31.6  23.0  66.5  2.973
Jangheung  2007  235  15.332  31.5  23.1  0.0  4.009
Jangheung  2007  236  18.598  31.3  22.2  0.0  4.709
Jangheung  2007  237  17.901  31.6  21.7  0.0  4.541
Jangheung  2007  238  12.947  32.4  23.2  3.0  3.496
Jangheung  2007  239  14.175  32.7  23.0  0.0  3.774
Jangheung  2007  240  7.871  30.7  22.8  20.5  2.293
Jangheung  2007  241  6.777  26.7  22.6  83.5  1.98
Jangheung  2007  242  6.847  24.7  21.5  13.5  1.979
Jangheung  2007  243  6.812  26.0  20.3  1.0  2.126
Jangheung  2007  244  6.671  22.1  18.7  65.5  1.819
Jangheung  2007  245  6.634  23.1  19.3  0.5  1.827
Jangheung  2007  246  7.12  26.5  19.7  0.0  1.98
Jangheung  2007  247  6.561  22.0  19.2  58.5  1.787
Jangheung  2007  248  6.524  21.6  19.3  63.0  1.8
Jangheung  2007  249  6.486  21.0  19.3  32.0  1.703
Jangheung  2007  250  6.757  24.2  17.2  0.0  1.825
Jangheung  2007  251  16.496  27.5  15.1  0.0  3.723
Jangheung  2007  252  14.271  27.7  15.8  0.0  3.322
Jangheung  2007  253  16.56  29.6  15.3  0.0  3.78
Jangheung  2007  254  13.123  29.5  15.1  0.0  3.061
Jangheung  2007  255  13.568  29.2  16.1  0.0  3.08
Jangheung  2007  256  11.073  28.5  16.6  0.0  2.779
Jangheung  2007  257  6.172  24.8  20.3  94.0  2.016
Jangheung  2007  258  6.232  25.2  21.1  82.5  1.723
Jangheung  2007  259  6.09  23.2  20.7  100.5  1.924
Jangheung  2007  260  15.632  28.2  19.3  2.0  3.659
Jangheung  2007  261  7.897  27.7  21.0  0.5  2.395
Jangheung  2007  262  6.065  27.1  23.6  8.5  2.351
Jangheung  2007  263  7.207  29.0  24.8  6.0  2.805
Jangheung  2007  264  9.715  28.7  20.7  0.0  2.602
Jangheung  2007  265  8.091  27.7  18.3  2.0  2.231
Jangheung  2007  266  5.798  21.6  20.1  14.5  1.787
Jangheung  2007  267  5.756  23.8  19.1  0.5  1.52
Jangheung  2007  268  13.154  29.0  19.2  0.0  3.003
Jangheung  2007  269  14.907  27.6  16.7  0.0  3.182
Jangheung  2007  270  13.003  28.3  16.6  0.0  2.867
Jangheung  2007  271  5.775  23.8  17.2  0.0  1.943
Jangheung  2007  272  5.921  23.7  14.8  0.0  1.956
Jangheung  2007  273  5.687  24.3  17.5  0.0  1.662
Jangheung  2007  274  7.054  25.1  14.5  0.0  1.662
Jangheung  2007  275  14.023  27.5  12.8  0.0  2.736
Jangheung  2007  276  11.144  26.3  14.1  0.0  2.414
Jangheung  2007  277  9.59  27.6  16.6  0.0  2.153
Jangheung  2007  278  13.399  26.7  15.5  0.0  2.879
Jangheung  2007  279  15.059  26.3  14.6  0.0  3.368
Jangheung  2007  280  5.196  21.2  14.1  38.0  1.343
Jangheung  2007  281  5.426  19.7  14.3  5.5  1.668
Jangheung  2007  282  13.064  24.7  11.0  0.0  2.753
Jangheung  2007  283  10.642  25.2  9.3  0.0  1.999
Jangheung  2007  284  14.237  22.7  10.3  0.0  2.78
Jangheung  2007  285  4.983  20.7  10.8  0.0  1.591
Jangheung  2007  286  7.152  22.8  11.0  0.0  1.97
Jangheung  2007  287  14.227  22.0  8.8  0.0  2.624
Jangheung  2007  288  10.546  22.7  7.6  0.0  1.871
Jangheung  2007  289  13.868  21.0  7.6  0.0  2.307
Jangheung  2007  290  13.431  21.6  5.5  0.0  2.075
Jangheung  2007  291  12.136  22.0  5.0  0.0  1.866
Jangheung  2007  292  10.77  18.0  7.3  0.5  1.94
Jangheung  2007  293  10.525  13.8  3.2  0.0  2.45
Jangheung  2007  294  12.145  20.2  2.5  0.0  1.842
Jangheung  2007  295  10.715  21.5  4.4  0.0  1.797
Jangheung  2007  296  12.65  23.2  6.5  0.0  1.913
Jangheung  2007  297  12.398  23.5  6.8  0.0  1.911
Jangheung  2007  298  4.782  21.0  11.1  42.0  1.15
Jangheung  2007  299  9.844  21.2  11.0  2.5  1.79
Jangheung  2007  300  10.839  22.6  9.8  0.0  1.675
Jangheung  2007  301  6.289  20.3  8.6  0.5  1.336
Jangheung  2007  302  8.587  16.1  9.8  0.0  2.315
Jangheung  2007  303  9.25  18.1  6.4  1.0  1.556
Jangheung  2007  304  5.585  16.7  4.3  0.0  1.098
Jangheung  2007  305  9.36  15.6  9.5  0.0  2.586
Jangheung  2007  306  11.826  15.8  2.7  0.0  2.004
Jangheung  2007  307  10.726  18.0  0.6  0.0  1.299
Jangheung  2007  308  8.151  18.7  3.0  0.0  1.242
Jangheung  2007  309  4.127  16.8  6.3  0.0  1.147
Jangheung  2007  310  4.635  19.2  5.9  0.0  0.999
Jangheung  2007  311  10.523  21.2  4.1  0.0  1.287
Jangheung  2007  312  8.618  21.7  3.5  0.0  1.157
Jangheung  2007  313  9.475  21.2  4.0  0.0  1.306
Jangheung  2007  314  7.067  15.5  4.4  0.0  1.643
Jangheung  2007  315  8.903  16.0  5.8  0.0  1.923
Jangheung  2007  316  10.944  16.0  1.8  0.0  1.421
Jangheung  2007  317  8.94  17.2  0.8  0.0  1.165
Jangheung  2007  318  8.663  18.3  1.2  0.0  1.107
Jangheung  2007  319  3.962  15.6  3.9  0.0  0.965
Jangheung  2007  320  7.752  13.3  0.5  0.0  1.694
Jangheung  2007  321  8.363  13.0  -1.7  0.0  1.346
Jangheung  2007  322  7.951  9.8  1.2  0.0  2.149
Jangheung  2007  323  9.788  9.0  -2.5  0.0  1.203
Jangheung  2007  324  8.15  9.8  -3.4  1.5  1.356
Jangheung  2007  325  7.532  12.1  -4.3  0.0  0.988
Jangheung  2007  326  9.848  12.8  -5.0  0.0  0.903
Jangheung  2007  327  9.799  15.5  -1.0  0.0  0.939
Jangheung  2007  328  9.185  15.8  -0.6  0.0  0.949
Jangheung  2007  329  8.083  16.7  -2.4  0.0  0.85
Jangheung  2007  330  4.462  16.6  -0.1  0.0  1.105
Jangheung  2007  331  5.279  8.8  1.6  0.0  1.832
Jangheung  2007  332  9.996  14.1  -4.5  0.0  0.979
Jangheung  2007  333  9.816  14.8  -4.5  0.0  1.259
Jangheung  2007  334  9.223  9.1  -0.2  0.0  1.621
Jangheung  2007  335  8.705  11.0  -2.5  0.0  1.093
Jangheung  2007  336  3.993  11.6  -1.0  11.5  0.72
Jangheung  2007  337  7.201  9.8  2.7  0.5  1.294
Jangheung  2007  338  4.098  4.5  -0.4  0.0  1.228
Jangheung  2007  339  8.928  7.0  -1.1  0.0  1.236
Jangheung  2007  340  3.32  6.6  -3.5  0.0  0.581
Jangheung  2007  341  4.395  8.6  1.2  1.0  1.143
Jangheung  2007  342  5.06  9.1  -2.9  0.0  1.201
Jangheung  2007  343  7.819  10.6  -2.5  0.0  0.864
Jangheung  2007  344  3.752  10.1  -3.7  1.5  0.688
Jangheung  2007  345  3.675  14.5  7.4  0.0  0.731
Jangheung  2007  346  3.264  10.1  4.8  7.5  0.98
Jangheung  2007  347  4.803  8.3  2.5  0.5  1.495
Jangheung  2007  348  6.071  7.9  -3.0  0.0  1.119
Jangheung  2007  349  5.594  10.0  -4.5  0.0  0.922
Jangheung  2007  350  8.804  8.1  -3.0  0.0  0.923
Jangheung  2007  351  7.324  10.1  -2.5  0.0  0.732
Jangheung  2007  352  6.785  9.1  -4.5  0.0  0.758
Jangheung  2007  353  8.054  9.3  -4.5  0.0  0.641
Jangheung  2007  354  8.254  13.1  -5.0  0.0  0.582
Jangheung  2007  355  3.236  8.8  -0.5  7.0  0.589
Jangheung  2007  356  4.107  14.3  1.7  0.0  0.944
Jangheung  2007  357  5.985  11.5  -0.8  0.0  0.97
Jangheung  2007  358  5.922  11.3  -3.0  0.0  0.83
Jangheung  2007  359  7.873  15.0  0.2  0.0  0.879
Jangheung  2007  360  9.292  16.3  -1.2  0.0  0.858
Jangheung  2007  361  3.794  12.6  -1.0  14.0  0.595
Jangheung  2007  362  4.07  12.1  6.0  0.5  0.915
Jangheung  2007  363  4.82  6.6  1.2  0.0  1.452
Jangheung  2007  364  5.235  2.0  -1.3  4.3  1.066
Jangheung  2007  365  3.895  2.0  -2.2  4.4  0.756
Jangheung  2008  1  3.363  0.6  -2.0  0.4  0.928
Jangheung  2008  2  6.295  4.5  -2.3  0.0  1.001
Jangheung  2008  3  5.632  8.1  -2.8  0.0  0.664
Jangheung  2008  4  9.2  8.6  -4.6  0.0  0.692
Jangheung  2008  5  8.818  9.4  -3.5  0.0  0.711
Jangheung  2008  6  8.779  13.0  -4.4  0.0  0.661
Jangheung  2008  7  8.121  13.8  -1.8  0.0  0.861
Jangheung  2008  8  5.251  10.1  -1.3  0.0  0.827
Jangheung  2008  9  8.946  13.0  -4.1  0.0  0.804
Jangheung  2008  10  6.896  13.2  -3.5  0.0  0.769
Jangheung  2008  11  3.437  10.5  5.1  19.2  0.748
Jangheung  2008  12  3.456  7.8  3.6  8.0  0.668
Jangheung  2008  13  6.147  3.6  -1.0  0.0  1.513
Jangheung  2008  14  9.213  5.9  -1.9  0.0  1.278
Jangheung  2008  15  6.635  5.0  -3.0  0.0  1.584
Jangheung  2008  16  8.663  1.3  -4.6  0.0  1.501
Jangheung  2008  17  7.992  3.1  -9.0  0.0  1.265
Jangheung  2008  18  8.323  3.6  -5.5  0.0  1.78
Jangheung  2008  19  4.257  5.9  -3.6  0.0  1.137
Jangheung  2008  20  3.632  5.1  1.1  6.4  0.74
Jangheung  2008  21  3.658  5.6  1.7  2.0  0.73
Jangheung  2008  22  3.684  5.5  2.6  7.5  0.671
Jangheung  2008  23  3.858  3.8  -1.8  0.5  1.076
Jangheung  2008  24  9.945  0.6  -4.2  0.0  1.257
Jangheung  2008  25  9.04  3.7  -3.7  0.0  1.355
Jangheung  2008  26  5.662  5.3  -2.2  0.0  1.472
Jangheung  2008  27  10.129  7.8  -5.2  0.0  1.162
Jangheung  2008  28  3.855  2.8  -2.1  0.0  1.083
Jangheung  2008  29  6.616  5.6  -1.3  0.0  1.388
Jangheung  2008  30  6.815  4.2  -1.8  0.0  1.488
Jangheung  2008  31  9.241  3.6  -4.3  0.0  1.269
Jangheung  2008  32  10.228  6.2  -6.0  0.0  1.506
Jangheung  2008  33  5.023  5.1  -1.5  0.0  1.424
Jangheung  2008  34  7.246  5.4  -2.3  0.0  1.513
Jangheung  2008  35  7.377  6.1  -2.5  0.0  1.601
Jangheung  2008  36  8.693  4.6  -4.4  0.0  1.642
Jangheung  2008  37  10.817  4.1  -3.1  0.0  1.535
Jangheung  2008  38  8.578  4.4  -3.7  0.0  1.37
Jangheung  2008  39  10.887  6.4  -6.0  0.0  1.502
Jangheung  2008  40  7.814  3.1  -5.2  0.1  1.174
Jangheung  2008  41  10.957  9.9  -6.5  0.0  1.445
Jangheung  2008  42  10.707  10.1  -4.0  0.0  1.843
Jangheung  2008  43  10.619  0.3  -4.8  0.0  1.824
Jangheung  2008  44  12.594  2.0  -7.5  0.0  1.644
Jangheung  2008  45  11.268  6.1  -9.2  0.0  1.233
Jangheung  2008  46  12.852  5.3  -7.3  0.0  1.905
Jangheung  2008  47  12.94  5.5  -7.5  0.0  1.555
Jangheung  2008  48  11.338  5.1  -6.4  0.0  1.348
Jangheung  2008  49  13.204  8.8  -9.2  0.0  1.342
Jangheung  2008  50  13.123  8.2  -6.5  0.0  1.681
Jangheung  2008  51  12.095  11.7  -6.4  0.0  1.598
Jangheung  2008  52  12.439  13.4  -7.9  0.0  1.451
Jangheung  2008  53  11.132  14.3  -5.7  0.0  1.452
Jangheung  2008  54  12.785  8.5  -3.7  0.0  2.372
Jangheung  2008  55  13.84  7.5  -8.2  0.0  1.673
Jangheung  2008  56  4.908  7.2  -5.8  2.0  0.941
Jangheung  2008  57  6.642  4.2  0.4  9.0  1.256
Jangheung  2008  58  13.045  8.8  -2.4  0.0  2.142
Jangheung  2008  59  14.301  11.5  -4.7  0.0  1.702
Jangheung  2008  60  11.592  13.5  -4.3  0.0  1.676
Jangheung  2008  61  14.125  11.6  -2.9  0.0  2.259
Jangheung  2008  62  8.824  15.2  -3.3  0.0  1.562
Jangheung  2008  63  6.957  7.6  2.0  0.4  1.736
Jangheung  2008  64  11.72  7.8  -4.1  0.0  1.969
Jangheung  2008  65  15.046  10.5  -6.3  0.0  1.772
Jangheung  2008  66  12.527  11.6  -6.3  0.0  1.497
