[weather.met.weather]
!Title  =  Namwon  2007-2020
latitude  =35.4885
Longitude  =128.7464
!  TAV  and  AMP  inserted  by  'tav_amp'  on  31/12/2020  at  10:00  for  period  from      1/2007  to  366/2020  (ddd/yyyy)
tav  =    14.03  (oC)          !  annual  average  ambient  temperature
amp  =    16.68  (oC)          !  annual  amplitude  in  mean  monthly  temperature
  
  
site  year  day  radn  maxt  mint  rain  evap
Miryang  2007  26  5.974  9.0  -6.5  0.0  0.839
Miryang  2007  27  6.237  8.0  -5.9  0.0  0.776
Miryang  2007  28  7.689  6.1  -7.8  0.0  0.778
Miryang  2007  29  10.571  9.3  -8.3  0.0  0.825
Miryang  2007  30  7.72  9.5  -8.1  0.0  1.101
Miryang  2007  31  10.712  6.5  -8.1  0.0  1.234
Miryang  2007  32  10.936  4.5  -7.0  0.0  1.337
Miryang  2007  33  11.163  5.0  -9.1  0.0  1.103
Miryang  2007  34  11.162  9.6  -11.1  0.0  1.159
Miryang  2007  35  11.239  12.6  -5.5  0.0  1.185
Miryang  2007  36  9.611  15.1  -5.9  0.0  1.064
Miryang  2007  37  10.226  15.8  -4.1  0.0  1.112
Miryang  2007  38  10.299  17.2  -2.0  0.0  1.277
Miryang  2007  39  4.138  8.6  4.1  8.5  0.731
Miryang  2007  40  5.684  12.3  2.7  0.0  1.035
Miryang  2007  41  8.447  11.1  -2.7  0.0  1.316
Miryang  2007  42  12.046  10.8  -4.8  0.0  1.315
Miryang  2007  43  12.212  11.6  -6.3  0.0  1.207
Miryang  2007  44  7.664  12.5  -5.0  23.0  1.053
Miryang  2007  45  9.278  10.6  -1.6  3.5  1.798
Miryang  2007  46  12.639  9.1  -5.1  0.0  1.738
Miryang  2007  47  11.653  11.6  -4.5  0.0  1.251
Miryang  2007  48  4.491  6.5  0.2  3.5  0.833
Miryang  2007  49  10.481  14.6  0.4  0.0  1.407
Miryang  2007  50  11.316  14.6  0.3  0.0  1.386
Miryang  2007  51  12.669  16.1  -1.6  0.0  1.528
Miryang  2007  52  13.015  16.7  -2.2  0.0  1.589
Miryang  2007  53  5.987  13.6  -2.7  0.0  1.039
Miryang  2007  54  13.026  14.8  -2.0  0.0  1.782
Miryang  2007  55  9.125  13.3  -3.7  0.0  1.403
Miryang  2007  56  6.051  11.1  0.1  0.0  1.31
Miryang  2007  57  12.597  15.6  -3.4  0.0  1.568
Miryang  2007  58  13.126  17.7  -2.5  0.0  1.969
Miryang  2007  59  13.837  14.8  0.2  0.0  2.373
Miryang  2007  60  11.164  15.0  -4.4  0.0  1.578
Miryang  2007  61  5.049  12.0  4.6  3.0  1.037
Miryang  2007  62  5.093  17.1  7.6  0.0  1.223
Miryang  2007  63  5.138  16.6  9.3  51.0  1.506
Miryang  2007  64  12.388  14.0  -1.6  0.0  2.541
Miryang  2007  65  14.397  5.5  -4.4  0.0  2.118
Miryang  2007  66  14.029  6.0  -6.9  0.0  1.794
Miryang  2007  67  14.211  9.6  -4.4  0.0  1.878
Miryang  2007  68  13.929  12.3  -4.0  0.0  1.826
Miryang  2007  69  10.273  13.3  -0.8  0.0  2.091
Miryang  2007  70  14.293  8.8  -3.5  0.0  2.777
Miryang  2007  71  14.57  11.6  -5.5  0.0  2.065
Miryang  2007  72  14.564  13.8  -2.0  0.0  2.477
Miryang  2007  73  10.547  14.6  -1.5  0.0  1.837
Miryang  2007  74  8.026  11.3  2.2  0.0  1.451
Miryang  2007  75  6.348  13.0  2.7  0.0  1.836
Miryang  2007  76  5.718  8.1  0.2  0.0  1.238
Miryang  2007  77  12.469  13.3  -3.5  0.0  1.798
Miryang  2007  78  5.806  12.8  0.8  0.0  1.499
Miryang  2007  79  12.223  12.6  -2.0  0.0  1.875
Miryang  2007  80  14.361  16.7  -2.2  0.0  2.132
Miryang  2007  81  15.132  18.8  -1.1  0.0  2.34
Miryang  2007  82  14.717  20.5  0.0  0.0  2.904
Miryang  2007  83  6.223  17.7  7.4  10.5  1.446
Miryang  2007  84  15.773  20.8  4.9  0.0  3.303
Miryang  2007  85  15.25  19.3  0.5  0.0  2.905
Miryang  2007  86  7.764  18.0  7.1  0.0  1.947
Miryang  2007  87  14.997  21.2  0.6  0.0  3.196
Miryang  2007  88  7.657  16.2  7.5  21.0  1.949
Miryang  2007  89  11.882  18.0  7.0  0.0  2.409
Miryang  2007  90  6.317  15.6  6.9  2.0  1.357
Miryang  2007  91  6.358  15.0  4.8  0.0  1.742
Miryang  2007  92  14.635  15.8  3.4  0.0  3.157
Miryang  2007  93  16.457  13.8  1.1  0.0  3.155
Miryang  2007  94  14.041  14.1  -1.7  0.0  2.483
Miryang  2007  95  16.494  16.3  -1.6  0.0  2.687
Miryang  2007  96  15.311  19.1  2.5  0.0  2.875
Miryang  2007  97  16.107  19.8  1.7  0.0  3.099
Miryang  2007  98  10.092  17.5  3.0  0.0  2.186
Miryang  2007  99  16.761  20.2  0.6  0.0  2.985
Miryang  2007  100  16.087  20.7  1.2  0.0  3.025
Miryang  2007  101  14.774  19.2  4.6  0.0  2.823
Miryang  2007  102  11.759  22.7  3.7  0.0  2.74
Miryang  2007  103  10.108  23.2  6.5  2.5  2.564
Miryang  2007  104  17.495  21.3  2.0  0.0  3.223
Miryang  2007  105  13.181  21.0  2.5  0.5  2.746
Miryang  2007  106  6.922  9.3  3.2  18.5  1.405
Miryang  2007  107  10.919  15.3  1.1  0.0  2.022
Miryang  2007  108  10.746  16.7  5.4  0.0  2.125
Miryang  2007  109  17.025  20.2  2.4  0.0  3.095
Miryang  2007  110  9.426  18.8  4.0  0.0  2.692
Miryang  2007  111  7.411  21.5  14.3  0.0  2.542
Miryang  2007  112  7.118  23.8  11.8  0.0  2.534
Miryang  2007  113  15.925  21.3  8.3  0.0  3.836
Miryang  2007  114  8.916  19.1  4.5  0.0  2.167
Miryang  2007  115  17.427  23.5  8.5  0.0  4.297
Miryang  2007  116  17.145  25.8  4.9  0.0  3.722
Miryang  2007  117  12.61  22.2  6.0  0.0  3.349
Miryang  2007  118  18.759  25.5  6.5  0.0  4.309
Miryang  2007  119  18.255  28.0  3.7  0.0  3.976
Miryang  2007  120  8.665  22.8  9.0  5.0  2.661
Miryang  2007  121  7.488  17.7  10.3  2.0  1.746
Miryang  2007  122  15.852  25.6  10.1  0.0  3.46
Miryang  2007  123  15.558  24.8  5.4  0.0  3.426
Miryang  2007  124  15.371  25.2  9.6  0.0  3.553
Miryang  2007  125  14.303  28.0  10.8  0.0  3.638
Miryang  2007  126  7.503  20.2  13.0  0.0  2.37
Miryang  2007  127  17.451  30.6  9.1  0.0  4.413
Miryang  2007  128  17.813  33.0  8.3  0.0  4.551
Miryang  2007  129  14.089  25.7  8.5  8.5  3.636
Miryang  2007  130  18.979  24.7  9.6  0.0  4.271
Miryang  2007  131  18.898  25.3  8.1  0.0  4.424
Miryang  2007  132  7.636  16.5  11.8  12.5  1.889
Miryang  2007  133  19.397  25.8  6.5  0.0  4.204
Miryang  2007  134  17.982  27.1  7.5  0.0  4.329
Miryang  2007  135  18.118  26.5  9.3  0.0  4.108
Miryang  2007  136  7.713  20.0  11.8  15.5  1.935
Miryang  2007  137  15.945  26.6  11.8  0.0  4.819
Miryang  2007  138  19.076  26.8  10.8  0.0  4.965
Miryang  2007  139  11.876  23.7  12.1  3.0  2.975
Miryang  2007  140  14.561  23.0  11.3  0.0  3.286
Miryang  2007  141  14.357  24.7  9.5  0.0  3.368
Miryang  2007  142  18.823  29.0  8.6  0.0  4.446
Miryang  2007  143  15.281  26.3  9.8  0.0  3.964
Miryang  2007  144  12.07  25.8  14.0  20.5  3.333
Miryang  2007  145  16.426  30.2  14.8  3.0  4.899
Miryang  2007  146  18.89  31.1  13.3  0.0  5.076
Miryang  2007  147  14.116  31.7  15.6  0.0  4.05
Miryang  2007  148  16.468  23.3  12.0  0.0  3.939
Miryang  2007  149  12.248  28.0  11.1  0.0  3.243
Miryang  2007  150  15.602  27.6  14.3  0.0  4.009
Miryang  2007  151  12.27  24.3  13.1  0.0  3.414
Miryang  2007  152  8.046  22.1  13.6  0.0  2.502
Miryang  2007  153  7.943  20.7  12.5  0.0  2.258
Miryang  2007  154  14.417  28.2  14.3  0.0  4.036
Miryang  2007  155  15.317  28.6  14.1  0.0  4.095
Miryang  2007  156  13.542  28.7  16.7  0.0  3.848
Miryang  2007  157  17.339  31.6  15.3  0.0  4.549
Miryang  2007  158  12.664  30.2  17.3  0.0  3.982
Miryang  2007  159  16.795  32.2  14.3  8.5  4.386
Miryang  2007  160  12.23  25.0  14.0  1.0  3.217
Miryang  2007  161  18.366  28.7  12.1  0.0  4.55
Miryang  2007  162  17.59  30.2  13.5  0.0  4.456
Miryang  2007  163  18.708  30.1  14.5  0.0  4.786
Miryang  2007  164  8.457  25.7  15.6  2.0  2.439
Miryang  2007  165  8.014  22.6  15.1  8.0  2.566
Miryang  2007  166  8.462  22.8  17.7  0.0  3.184
Miryang  2007  167  18.271  30.0  12.3  0.0  5.328
Miryang  2007  168  8.577  24.5  17.0  0.0  2.942
Miryang  2007  169  19.052  31.6  14.3  0.0  4.941
Miryang  2007  170  19.163  30.8  12.5  0.0  4.986
Miryang  2007  171  15.262  30.5  17.2  0.0  4.333
Miryang  2007  172  8.132  27.7  20.0  24.5  2.65
Miryang  2007  173  8.019  22.3  17.8  7.5  2.151
Miryang  2007  174  9.02  26.2  16.5  17.0  2.452
Miryang  2007  175  8.016  25.2  16.7  6.0  2.205
Miryang  2007  176  8.57  26.3  18.2  0.0  2.518
Miryang  2007  177  11.016  30.2  20.1  0.0  3.366
Miryang  2007  178  14.128  32.0  18.7  0.0  3.984
Miryang  2007  179  8.336  27.6  21.0  0.0  2.828
Miryang  2007  180  11.781  32.5  21.2  0.0  3.934
Miryang  2007  181  8.326  27.7  18.2  0.5  2.59
Miryang  2007  182  7.986  20.8  18.1  56.0  2.07
Miryang  2007  183  7.98  25.7  18.7  0.5  2.249
Miryang  2007  184  10.976  30.0  19.7  0.0  3.174
Miryang  2007  185  8.522  23.5  18.2  28.5  2.274
Miryang  2007  186  14.961  30.2  18.8  0.0  3.991
Miryang  2007  187  11.395  27.8  20.3  0.5  3.227
Miryang  2007  188  11.719  29.7  19.8  0.0  3.647
Miryang  2007  189  9.154  28.1  19.7  0.0  2.902
Miryang  2007  190  7.923  23.2  18.0  19.0  2.225
Miryang  2007  191  7.912  23.1  18.1  17.5  2.106
Miryang  2007  192  8.012  25.7  18.2  0.5  2.429
Miryang  2007  193  12.439  29.7  19.5  0.0  3.436
Miryang  2007  194  7.878  25.2  19.0  7.0  2.601
Miryang  2007  195  10.194  24.6  19.1  0.0  3.668
Miryang  2007  196  17.163  29.6  18.2  0.5  4.731
Miryang  2007  197  8.061  23.2  17.0  6.0  2.356
Miryang  2007  198  9.155  28.0  18.7  0.0  2.698
Miryang  2007  199  17.111  31.2  19.0  0.0  4.443
Miryang  2007  200  7.796  26.1  19.7  0.5  2.444
Miryang  2007  201  7.892  27.2  19.8  4.5  2.309
Miryang  2007  202  7.765  23.7  19.1  0.5  2.133
Miryang  2007  203  10.29  29.8  20.2  2.5  3.014
Miryang  2007  204  13.806  31.6  21.0  0.0  3.896
Miryang  2007  205  8.266  30.0  19.7  0.0  2.613
Miryang  2007  206  13.542  34.0  23.3  0.0  3.993
Miryang  2007  207  17.489  35.4  21.7  0.0  4.847
Miryang  2007  208  16.912  36.5  23.1  0.0  4.811
Miryang  2007  209  16.886  35.5  20.7  0.0  4.805
Miryang  2007  210  12.789  34.5  19.0  7.0  3.504
Miryang  2007  211  13.864  29.3  18.6  0.0  3.742
Miryang  2007  212  14.277  32.5  19.6  0.0  3.991
Miryang  2007  213  13.152  33.0  21.6  0.0  4.296
Miryang  2007  214  11.59  34.5  21.2  0.0  3.863
Miryang  2007  215  12.111  34.7  22.2  0.0  3.93
Miryang  2007  216  12.521  32.2  22.2  0.0  4.081
Miryang  2007  217  7.463  27.7  20.2  4.0  2.252
Miryang  2007  218  7.439  27.7  19.0  2.5  2.192
Miryang  2007  219  7.632  26.7  21.2  37.0  2.179
Miryang  2007  220  7.389  28.2  23.8  102.0  2.509
Miryang  2007  221  9.648  32.7  26.2  0.0  4.013
Miryang  2007  222  12.446  32.7  23.7  0.0  4.339
Miryang  2007  223  18.818  34.9  22.1  0.0  5.275
Miryang  2007  224  7.282  28.8  24.7  5.5  3.446
Miryang  2007  225  8.12  30.2  23.5  24.0  2.72
Miryang  2007  226  7.334  28.0  24.1  15.0  2.948
Miryang  2007  227  11.623  33.7  23.7  3.0  3.475
Miryang  2007  228  17.191  35.0  22.7  0.0  4.633
Miryang  2007  229  14.885  35.9  23.7  0.0  4.301
Miryang  2007  230  15.486  35.7  23.7  0.0  4.343
Miryang  2007  231  14.69  35.4  22.6  0.0  4.097
Miryang  2007  232  16.357  34.7  22.7  0.0  4.474
Miryang  2007  233  15.987  35.0  23.3  0.0  4.613
Miryang  2007  234  11.886  34.9  23.2  0.0  3.553
Miryang  2007  235  14.503  33.7  22.7  0.0  4.161
Miryang  2007  236  16.154  34.7  22.2  0.0  4.391
Miryang  2007  237  17.054  36.0  22.3  0.0  4.734
Miryang  2007  238  13.614  35.2  22.7  38.0  3.784
Miryang  2007  239  10.293  33.7  22.2  0.0  2.938
Miryang  2007  240  6.882  30.5  22.6  11.5  2.234
Miryang  2007  241  6.741  24.3  20.2  42.5  1.939
Miryang  2007  242  6.705  24.7  19.8  5.0  2.131
Miryang  2007  243  6.878  27.1  20.0  0.5  2.049
Miryang  2007  244  6.632  21.8  17.5  34.5  1.768
Miryang  2007  245  6.595  22.6  18.6  7.5  1.79
Miryang  2007  246  10.288  30.8  19.8  0.0  2.853
Miryang  2007  247  6.519  24.8  19.0  7.5  1.946
Miryang  2007  248  6.481  24.1  19.6  3.0  2.425
Miryang  2007  249  6.442  23.7  19.7  8.5  2.642
Miryang  2007  250  7.939  28.2  19.1  6.0  2.25
Miryang  2007  251  12.386  30.6  20.3  0.0  3.229
Miryang  2007  252  9.987  27.7  18.0  0.0  2.621
Miryang  2007  253  14.498  31.5  16.7  0.0  3.456
Miryang  2007  254  8.77  29.2  17.8  0.0  2.382
Miryang  2007  255  13.656  31.2  17.7  0.0  3.266
Miryang  2007  256  10.176  31.0  18.2  0.0  2.794
Miryang  2007  257  6.12  23.7  20.1  31.0  1.714
Miryang  2007  258  6.078  23.7  21.2  64.5  1.653
Miryang  2007  259  6.037  26.3  21.1  37.0  2.145
Miryang  2007  260  7.478  28.7  21.1  3.5  2.27
Miryang  2007  261  5.952  26.1  20.5  2.0  1.861
Miryang  2007  262  9.245  32.2  21.2  0.0  2.798
Miryang  2007  263  16.028  33.0  25.8  0.0  4.903
Miryang  2007  264  9.911  32.5  22.5  0.0  3.812
Miryang  2007  265  10.141  29.0  20.2  0.0  3.142
Miryang  2007  266  5.738  22.6  19.7  3.5  2.17
Miryang  2007  267  6.174  24.1  18.7  26.5  1.691
Miryang  2007  268  14.448  29.7  17.2  0.0  3.301
Miryang  2007  269  12.176  27.6  14.8  0.0  2.664
Miryang  2007  270  14.66  28.7  18.1  0.0  3.27
Miryang  2007  271  5.519  22.5  18.3  0.5  1.525
Miryang  2007  272  5.476  23.7  18.0  0.0  1.67
Miryang  2007  273  5.432  21.8  17.5  0.0  1.501
Miryang  2007  274  7.805  25.7  17.7  0.0  1.947
Miryang  2007  275  10.987  27.5  17.2  0.0  2.504
Miryang  2007  276  7.693  26.7  18.8  0.0  1.951
Miryang  2007  277  8.004  27.3  17.3  0.0  2.141
Miryang  2007  278  9.495  26.6  15.5  0.0  2.38
Miryang  2007  279  14.053  26.7  13.3  0.0  2.76
Miryang  2007  280  5.665  24.3  12.3  41.0  1.441
Miryang  2007  281  7.862  25.5  18.5  2.5  1.947
Miryang  2007  282  10.57  26.0  14.3  0.0  2.659
Miryang  2007  283  9.165  25.2  13.0  0.0  2.016
Miryang  2007  284  8.746  25.2  11.8  0.0  2.034
Miryang  2007  285  5.17  22.7  13.6  0.0  1.533
Miryang  2007  286  6.61  23.2  13.3  0.0  1.535
Miryang  2007  287  12.028  24.8  12.6  0.0  2.373
Miryang  2007  288  9.613  23.2  9.8  0.5  1.762
Miryang  2007  289  9.63  23.5  8.6  0.0  1.744
Miryang  2007  290  12.292  23.5  7.8  0.0  2.003
Miryang  2007  291  11.188  23.2  6.9  0.0  1.937
Miryang  2007  292  8.746  21.8  6.1  0.0  1.962
Miryang  2007  293  12.457  16.2  3.0  0.0  2.043
Miryang  2007  294  12.62  22.2  3.2  0.0  1.834
Miryang  2007  295  10.459  23.3  3.4  0.0  1.552
Miryang  2007  296  11.704  23.8  5.3  0.0  1.763
Miryang  2007  297  9.736  24.7  8.5  0.0  1.624
Miryang  2007  298  5.427  21.0  8.8  3.5  1.144
Miryang  2007  299  4.571  21.0  11.5  14.5  1.258
Miryang  2007  300  11.781  22.2  7.4  0.0  2.087
Miryang  2007  301  9.616  22.7  6.0  0.0  1.575
Miryang  2007  302  9.149  20.0  8.6  0.0  1.986
Miryang  2007  303  7.737  18.6  6.4  0.0  1.252
Miryang  2007  304  7.443  19.2  5.3  0.0  1.266
Miryang  2007  305  8.952  17.3  6.3  0.0  1.662
Miryang  2007  306  10.599  16.8  3.2  0.0  1.382
Miryang  2007  307  10.913  19.8  2.7  0.0  1.353
Miryang  2007  308  9.301  20.8  1.8  0.0  1.28
Miryang  2007  309  3.961  17.8  6.5  0.0  0.927
Miryang  2007  310  4.383  19.8  6.3  0.0  1.273
Miryang  2007  311  9.487  21.7  3.2  0.0  1.226
Miryang  2007  312  8.296  22.0  3.5  0.0  1.133
Miryang  2007  313  8.613  21.1  5.1  0.0  1.154
Miryang  2007  314  8.704  18.5  4.3  0.0  1.236
Miryang  2007  315  10.494  16.7  3.4  0.0  1.347
Miryang  2007  316  10.501  17.7  1.8  0.0  1.131
Miryang  2007  317  9.705  18.7  1.6  0.0  1.062
Miryang  2007  318  8.917  19.0  2.7  0.0  1.049
Miryang  2007  319  6.979  19.0  3.0  0.0  0.955
Miryang  2007  320  8.447  16.7  -0.1  0.0  1.139
Miryang  2007  321  10.044  15.1  -4.0  0.0  1.193
Miryang  2007  322  8.489  8.3  -0.4  0.0  1.987
Miryang  2007  323  9.93  9.1  -6.3  0.0  0.853
Miryang  2007  324  9.522  12.0  -2.2  0.0  1.29
Miryang  2007  325  9.119  13.6  -4.9  0.0  0.996
Miryang  2007  326  9.49  13.6  -4.6  0.0  0.946
Miryang  2007  327  8.814  15.1  -1.3  0.0  0.877
Miryang  2007  328  8.769  17.7  0.2  0.0  0.889
Miryang  2007  329  9.347  16.7  -1.2  0.0  0.881
Miryang  2007  330  6.413  15.8  0.3  0.0  0.908
Miryang  2007  331  4.188  10.6  -0.8  0.0  1.381
Miryang  2007  332  9.492  16.0  -4.1  0.0  0.819
Miryang  2007  333  8.023  18.1  0.5  0.0  0.911
Miryang  2007  334  9.413  12.8  -0.8  0.0  1.083
Miryang  2007  335  9.309  12.8  -4.5  0.0  0.898
Miryang  2007  336  3.28  6.8  -1.1  6.5  0.575
Miryang  2007  337  8.905  10.6  1.8  0.0  1.159
Miryang  2007  338  9.21  7.0  -2.5  0.0  1.009
Miryang  2007  339  9.18  8.3  -5.9  0.0  0.863
Miryang  2007  340  3.358  7.9  -6.0  0.0  0.636
Miryang  2007  341  8.263  10.0  -2.9  0.0  0.846
Miryang  2007  342  9.036  10.5  -4.6  0.0  0.951
Miryang  2007  343  8.75  11.3  -4.5  0.0  0.711
Miryang  2007  344  4.703  8.5  -5.0  0.0  0.645
Miryang  2007  345  6.669  15.3  4.1  0.0  0.733
Miryang  2007  346  3.169  7.1  4.0  1.5  0.597
Miryang  2007  347  5.462  10.0  -0.8  0.0  0.971
Miryang  2007  348  8.867  8.8  -5.0  0.0  0.923
Miryang  2007  349  7.152  10.8  -5.9  0.0  0.837
Miryang  2007  350  8.455  8.6  -4.4  0.0  0.717
Miryang  2007  351  7.4  9.6  -2.0  0.0  0.667
Miryang  2007  352  8.182  8.3  -5.0  0.0  0.661
Miryang  2007  353  8.571  9.3  -4.1  0.0  0.722
Miryang  2007  354  8.178  10.6  -6.1  0.0  0.588
Miryang  2007  355  3.141  7.9  -2.2  1.0  0.555
Miryang  2007  356  3.207  10.8  4.5  0.0  1.014
Miryang  2007  357  8.186  13.8  0.0  0.0  0.945
Miryang  2007  358  5.768  12.3  -2.5  0.0  0.741
Miryang  2007  359  6.167  14.0  2.5  0.0  0.943
Miryang  2007  360  6.7  17.2  2.5  0.0  0.793
Miryang  2007  361  3.883  12.3  -0.6  9.0  0.646
Miryang  2007  362  3.167  8.6  6.0  11.0  0.583
Miryang  2007  363  4.294  9.3  0.8  0.5  1.021
Miryang  2007  364  8.002  3.2  -2.2  0.0  1.331
Miryang  2007  365  5.97  4.3  -5.5  0.0  1.117
Miryang  2008  1  8.703  3.7  -5.3  0.0  1.078
Miryang  2008  2  8.793  6.9  -8.7  0.0  0.784
Miryang  2008  3  7.752  9.4  -6.6  0.0  0.654
Miryang  2008  4  8.778  9.1  -6.9  0.0  0.619
Miryang  2008  5  8.806  11.0  -6.1  0.0  0.667
Miryang  2008  6  8.03  11.8  -6.8  0.0  0.563
Miryang  2008  7  7.723  11.5  -3.9  0.0  0.596
Miryang  2008  8  4.576  9.2  -4.5  0.0  0.555
Miryang  2008  9  8.802  11.3  -3.6  0.0  0.724
Miryang  2008  10  7.545  13.3  -2.9  0.0  0.722
Miryang  2008  11  3.343  6.9  3.1  19.7  0.683
Miryang  2008  12  3.361  7.4  1.0  6.7  0.828
Miryang  2008  13  5.102  7.0  0.0  0.0  0.884
Miryang  2008  14  6.927  10.5  -1.3  0.0  0.801
Miryang  2008  15  8.074  8.6  -4.2  0.0  1.01
Miryang  2008  16  9.162  2.9  -4.7  0.0  1.77
Miryang  2008  17  7.74  6.1  -9.6  0.0  0.947
Miryang  2008  18  8.627  7.0  -5.8  0.0  1.04
Miryang  2008  19  7.898  8.9  -5.3  0.0  0.764
Miryang  2008  20  3.539  7.1  1.8  2.1  0.682
Miryang  2008  21  3.565  6.3  3.7  0.1  1.065
Miryang  2008  22  3.591  8.2  4.0  0.5  0.807
Miryang  2008  23  7.44  7.2  -1.3  2.0  1.226
Miryang  2008  24  9.879  3.5  -5.7  0.0  1.503
Miryang  2008  25  9.503  4.8  -5.9  0.0  0.979
Miryang  2008  26  4.949  7.9  -2.7  0.0  0.843
Miryang  2008  27  9.478  10.1  -3.5  0.0  0.918
Miryang  2008  28  3.763  4.5  -2.9  1.0  0.593
Miryang  2008  29  5.88  6.9  -4.6  0.5  0.708
Miryang  2008  30  8.844  6.5  -6.2  0.0  1.094
Miryang  2008  31  10.562  6.0  -7.5  0.0  1.147
Miryang  2008  32  10.254  8.8  -9.0  0.0  0.986
Miryang  2008  33  4.306  7.1  -3.9  0.0  0.715
Miryang  2008  34  6.948  8.6  -3.5  0.0  1.176
Miryang  2008  35  10.931  8.0  -6.3  0.0  1.408
Miryang  2008  36  6.355  6.0  -7.0  0.0  0.923
Miryang  2008  37  11.24  7.2  -5.6  0.0  1.325
Miryang  2008  38  11.319  8.4  -7.8  0.0  1.114
Miryang  2008  39  11.399  8.3  -8.1  0.0  1.093
Miryang  2008  40  10.289  6.0  -7.6  0.0  1.165
Miryang  2008  41  11.322  11.8  -6.4  0.0  1.359
Miryang  2008  42  6.02  10.2  -5.4  0.0  1.235
Miryang  2008  43  10.595  3.0  -5.7  0.0  2.244
Miryang  2008  44  11.323  3.8  -10.0  0.0  1.542
Miryang  2008  45  12.223  8.0  -6.3  0.0  1.557
Miryang  2008  46  12.557  8.0  -8.3  0.0  1.589
Miryang  2008  47  12.563  6.0  -7.4  0.0  1.722
Miryang  2008  48  12.736  6.8  -9.4  0.0  1.344
Miryang  2008  49  12.491  8.5  -10.5  0.0  1.235
Miryang  2008  50  12.664  9.3  -8.6  0.0  1.451
Miryang  2008  51  12.754  13.0  -7.2  0.0  1.602
Miryang  2008  52  12.844  13.6  -7.6  0.0  1.493
Miryang  2008  53  11.477  14.8  -4.7  0.0  1.437
Miryang  2008  54  13.198  9.3  -3.6  0.0  2.575
Miryang  2008  55  12.769  8.7  -8.4  0.0  1.523
Miryang  2008  56  7.622  8.8  -7.0  2.0  1.017
Miryang  2008  57  8.208  6.5  -2.7  9.0  1.192
Miryang  2008  58  13.744  11.8  -3.0  0.0  2.261
Miryang  2008  59  13.038  13.5  -5.4  0.0  1.599
Miryang  2008  60  11.253  14.9  -4.3  0.0  1.946
Miryang  2008  61  14.114  14.1  -1.7  0.0  2.239
Miryang  2008  62  8.071  15.5  -2.9  0.0  1.442
Miryang  2008  63  6.499  11.5  0.3  0.0  1.605
Miryang  2008  64  7.098  8.0  -2.1  0.3  1.172
Miryang  2008  65  14.58  12.8  -5.2  0.0  1.699
Miryang  2008  66  12.369  13.8  -4.6  0.0  1.723
Miryang  2008  67  14.86  14.0  -2.9  0.0  2.001
Miryang  2008  68  13.743  15.8  -5.3  0.0  1.878
Miryang  2008  69  10.647  15.3  -1.1  0.0  1.826
Miryang  2008  70  15.139  19.6  -1.0  0.0  2.248
Miryang  2008  71  13.53  21.3  -1.7  0.0  2.04
Miryang  2008  72  13.234  19.9  1.4  0.0  2.07
Miryang  2008  73  6.348  17.5  2.4  0.0  1.415
Miryang  2008  74  15.122  18.3  5.6  0.0  2.579
Miryang  2008  75  15.114  18.5  0.9  0.0  2.425
Miryang  2008  76  14.814  18.6  1.7  0.0  2.494
Miryang  2008  77  15.676  20.8  -2.3  0.0  2.478
Miryang  2008  78  6.685  17.1  1.5  0.0  1.473
Miryang  2008  79  5.85  13.4  6.5  9.0  1.622
Miryang  2008  80  16.823  16.5  3.1  0.0  3.221
