[weather.met.weather]
!Title  =  Namwon  2007-2020
latitude  =36.2694
Longitude  =126.9229
!  TAV  and  AMP  inserted  by  'tav_amp'  on  31/12/2020  at  10:00  for  period  from      1/2007  to  366/2020  (ddd/yyyy)
tav  =    12.69  (oC)          !  annual  average  ambient  temperature
amp  =    17.22  (oC)          !  annual  amplitude  in  mean  monthly  temperature
  
  
site  year  day  radn  maxt  mint  rain  evap
Buyeo  2007  129  9.1  24.0  7.8  6.5  2.248
Buyeo  2007  130  18.912  22.7  8.8  0.0  3.844
Buyeo  2007  131  16.081  26.8  9.1  0.0  3.551
Buyeo  2007  132  7.627  18.3  9.6  9.0  2.032
Buyeo  2007  133  21.095  23.7  7.3  0.0  4.314
Buyeo  2007  134  18.588  23.5  12.1  0.0  4.321
Buyeo  2007  135  18.835  27.5  11.5  0.0  4.219
Buyeo  2007  136  7.708  20.7  13.6  37.5  2.096
Buyeo  2007  137  18.333  25.2  13.0  4.0  4.4
Buyeo  2007  138  13.824  19.2  12.0  0.0  3.229
Buyeo  2007  139  18.6  23.7  10.3  0.0  3.877
Buyeo  2007  140  19.064  24.8  11.0  0.0  3.969
Buyeo  2007  141  14.658  25.0  9.1  0.0  3.148
Buyeo  2007  142  20.877  28.2  8.1  0.0  4.469
Buyeo  2007  143  13.365  26.8  10.6  0.0  3.293
Buyeo  2007  144  13.714  28.2  17.1  29.0  3.482
Buyeo  2007  145  19.271  27.1  17.2  3.0  4.605
Buyeo  2007  146  20.507  26.6  13.6  0.0  5.058
Buyeo  2007  147  16.864  28.6  17.1  0.0  4.668
Buyeo  2007  148  18.653  28.2  14.8  0.0  4.696
Buyeo  2007  149  14.784  25.3  16.2  0.0  3.692
Buyeo  2007  150  17.793  25.6  13.8  0.0  4.064
Buyeo  2007  151  16.473  29.1  12.8  0.0  3.961
Buyeo  2007  152  8.605  24.6  16.6  0.0  2.441
Buyeo  2007  153  16.828  28.2  14.8  0.0  4.176
Buyeo  2007  154  20.391  30.2  15.8  0.0  5.163
Buyeo  2007  155  9.632  27.7  16.7  0.0  2.724
Buyeo  2007  156  12.526  26.6  17.6  0.0  3.39
Buyeo  2007  157  13.756  25.6  18.6  4.0  3.649
Buyeo  2007  158  9.543  25.2  17.0  4.0  2.68
Buyeo  2007  159  13.88  27.2  16.7  0.0  3.642
Buyeo  2007  160  21.548  26.7  15.6  0.0  5.173
Buyeo  2007  161  21.331  30.2  14.0  0.0  5.142
Buyeo  2007  162  17.894  30.6  16.0  0.0  4.468
Buyeo  2007  163  19.563  30.2  17.8  0.0  4.965
Buyeo  2007  164  10.573  29.6  18.2  0.5  3.138
Buyeo  2007  165  8.245  24.8  18.2  5.0  2.394
Buyeo  2007  166  14.575  28.1  18.2  0.0  4.448
Buyeo  2007  167  22.126  31.7  17.8  0.0  7.161
Buyeo  2007  168  10.027  28.8  19.6  0.0  3.916
Buyeo  2007  169  22.015  33.0  16.3  0.0  5.497
Buyeo  2007  170  20.905  34.2  17.2  0.0  5.368
Buyeo  2007  171  15.688  32.5  17.7  0.0  4.189
Buyeo  2007  172  8.03  26.7  20.5  26.5  2.375
Buyeo  2007  173  11.801  29.5  20.0  4.0  3.182
Buyeo  2007  174  8.027  26.0  17.6  20.0  2.223
Buyeo  2007  175  8.025  22.2  16.7  24.5  2.046
Buyeo  2007  176  8.022  24.7  19.2  0.0  2.236
Buyeo  2007  177  15.005  30.7  19.7  0.0  3.964
Buyeo  2007  178  10.344  30.5  19.3  0.0  2.918
Buyeo  2007  179  8.343  31.6  23.2  4.0  2.772
Buyeo  2007  180  10.334  27.6  20.0  7.0  3.041
Buyeo  2007  181  15.204  30.5  19.2  1.5  4.05
Buyeo  2007  182  8.327  24.6  19.8  95.5  2.218
Buyeo  2007  183  7.988  25.8  21.2  4.0  2.22
Buyeo  2007  184  9.643  29.2  21.7  0.0  2.822
Buyeo  2007  185  10.742  27.7  20.0  6.0  2.898
Buyeo  2007  186  9.073  28.5  19.2  0.0  2.667
Buyeo  2007  187  15.926  31.5  19.7  0.0  4.294
Buyeo  2007  188  14.698  32.2  21.0  0.0  3.98
Buyeo  2007  189  11.257  31.8  22.2  0.0  3.28
Buyeo  2007  190  9.255  28.5  20.1  40.0  2.816
Buyeo  2007  191  7.917  23.2  19.7  25.5  2.104
Buyeo  2007  192  11.111  28.2  21.1  0.0  3.098
Buyeo  2007  193  16.513  30.8  21.7  0.0  4.372
Buyeo  2007  194  15.945  30.8  20.8  0.0  4.56
Buyeo  2007  195  12.506  29.5  21.5  0.0  4.268
Buyeo  2007  196  14.588  30.5  19.5  0.0  4.095
Buyeo  2007  197  7.842  23.7  21.0  6.5  2.16
Buyeo  2007  198  13.231  29.2  19.7  0.0  3.487
Buyeo  2007  199  15.639  31.7  19.5  0.0  4.144
Buyeo  2007  200  7.797  26.0  23.3  72.0  2.303
Buyeo  2007  201  7.891  29.5  23.3  0.0  2.332
Buyeo  2007  202  7.764  24.5  21.7  0.0  2.279
Buyeo  2007  203  12.917  30.5  20.1  0.0  3.442
Buyeo  2007  204  8.059  27.0  21.2  1.5  2.278
Buyeo  2007  205  7.711  29.2  21.8  35.0  2.293
Buyeo  2007  206  12.414  29.5  22.5  0.0  3.528
Buyeo  2007  207  12.391  31.5  21.5  0.0  3.401
Buyeo  2007  208  13.464  31.2  22.7  0.0  3.785
Buyeo  2007  209  15.302  32.2  23.7  0.0  4.235
Buyeo  2007  210  7.831  30.7  23.5  0.0  2.463
Buyeo  2007  211  17.654  32.0  22.2  0.0  4.675
Buyeo  2007  212  13.58  31.2  22.1  0.0  3.7
Buyeo  2007  213  9.512  32.0  23.2  0.0  3.373
Buyeo  2007  214  16.032  34.2  25.7  0.0  4.702
Buyeo  2007  215  12.077  32.4  25.0  0.0  3.582
Buyeo  2007  216  8.02  30.7  23.8  4.0  2.682
Buyeo  2007  217  7.886  27.7  23.2  84.5  2.311
Buyeo  2007  218  7.86  27.1  21.8  9.5  2.206
Buyeo  2007  219  7.4  27.8  22.1  18.5  2.093
Buyeo  2007  220  11.058  32.0  22.0  37.5  3.28
Buyeo  2007  221  9.295  31.2  25.6  0.0  3.177
Buyeo  2007  222  12.941  33.7  24.6  22.0  3.607
Buyeo  2007  223  16.792  34.9  23.0  0.0  4.908
Buyeo  2007  224  7.587  29.7  24.3  16.0  2.81
Buyeo  2007  225  8.311  31.1  24.7  7.5  2.627
Buyeo  2007  226  7.312  28.5  24.2  30.5  2.324
Buyeo  2007  227  10.18  33.7  22.8  0.5  2.992
Buyeo  2007  228  18.929  34.0  23.7  0.0  5.026
Buyeo  2007  229  17.595  34.5  22.3  0.0  4.764
Buyeo  2007  230  12.847  33.2  23.7  0.0  3.654
Buyeo  2007  231  14.616  32.9  23.2  0.0  3.92
Buyeo  2007  232  10.953  32.7  22.0  0.0  3.022
Buyeo  2007  233  17.282  32.5  23.7  0.0  4.72
Buyeo  2007  234  11.719  32.0  22.7  12.0  3.234
Buyeo  2007  235  16.115  32.7  20.3  0.0  3.986
Buyeo  2007  236  16.378  34.0  20.2  0.0  4.194
Buyeo  2007  237  16.953  35.0  23.7  0.0  4.531
Buyeo  2007  238  11.959  32.5  23.6  0.0  3.311
Buyeo  2007  239  10.34  32.5  24.1  17.0  2.882
Buyeo  2007  240  7.16  29.6  24.0  34.0  2.163
Buyeo  2007  241  6.706  25.6  21.1  19.0  1.923
Buyeo  2007  242  6.669  23.2  20.0  6.5  1.953
Buyeo  2007  243  6.631  25.3  19.7  0.5  2.059
Buyeo  2007  244  6.593  21.0  18.1  95.5  1.664
Buyeo  2007  245  6.555  20.7  18.1  15.0  1.649
Buyeo  2007  246  6.825  25.2  19.0  0.0  2.056
Buyeo  2007  247  6.477  24.5  19.7  9.0  1.832
Buyeo  2007  248  6.438  21.2  18.7  50.5  1.653
Buyeo  2007  249  6.398  19.3  17.3  45.0  1.609
Buyeo  2007  250  7.171  26.5  17.7  0.0  1.93
Buyeo  2007  251  12.291  27.3  16.7  0.0  2.829
Buyeo  2007  252  13.945  29.2  15.0  0.0  3.092
Buyeo  2007  253  12.872  30.5  15.3  0.0  2.893
Buyeo  2007  254  12.307  29.7  18.2  0.0  2.949
Buyeo  2007  255  13.242  30.3  16.6  0.0  3.053
Buyeo  2007  256  8.896  29.1  18.2  0.0  2.404
Buyeo  2007  257  6.068  26.0  18.5  98.0  1.873
Buyeo  2007  258  6.914  26.7  18.6  42.5  1.855
Buyeo  2007  259  5.983  21.3  19.2  73.5  1.56
Buyeo  2007  260  13.287  30.3  19.2  5.0  3.305
Buyeo  2007  261  9.604  28.7  19.7  13.5  2.776
Buyeo  2007  262  10.42  32.4  21.0  8.0  2.946
Buyeo  2007  263  12.389  32.9  22.0  0.5  3.888
Buyeo  2007  264  7.693  27.7  20.7  0.0  2.542
Buyeo  2007  265  5.722  24.0  18.3  4.5  1.559
Buyeo  2007  266  5.678  21.7  17.1  6.5  1.616
Buyeo  2007  267  7.82  26.5  18.0  24.0  1.945
Buyeo  2007  268  11.645  29.2  17.2  0.0  2.578
Buyeo  2007  269  10.536  28.0  18.1  0.0  2.421
Buyeo  2007  270  11.687  27.7  18.6  0.0  2.929
Buyeo  2007  271  6.202  24.3  12.8  6.5  1.649
Buyeo  2007  272  8.753  25.7  11.8  0.0  2.166
Buyeo  2007  273  5.366  19.2  16.0  5.0  1.291
Buyeo  2007  274  9.182  24.2  15.1  0.0  1.945
Buyeo  2007  275  9.3  26.2  14.8  0.0  2.071
Buyeo  2007  276  5.231  24.3  18.1  0.0  1.387
Buyeo  2007  277  7.088  26.2  18.5  0.0  1.793
Buyeo  2007  278  14.326  27.7  15.6  0.0  3.076
Buyeo  2007  279  14.322  27.5  15.3  0.0  3.07
Buyeo  2007  280  8.082  26.5  12.6  0.0  1.878
Buyeo  2007  281  10.502  21.2  9.1  0.0  2.35
Buyeo  2007  282  13.952  23.1  7.0  0.0  2.301
Buyeo  2007  283  13.069  25.7  10.1  0.0  2.309
Buyeo  2007  284  5.486  20.6  12.0  0.0  1.319
Buyeo  2007  285  6.132  23.2  12.3  0.0  1.528
Buyeo  2007  286  7.115  20.1  9.1  0.0  1.486
Buyeo  2007  287  10.313  22.1  7.3  0.0  1.688
Buyeo  2007  288  12.367  21.7  5.5  0.0  1.814
Buyeo  2007  289  9.485  21.1  7.0  0.0  1.521
Buyeo  2007  290  10.929  21.1  5.5  0.0  1.68
Buyeo  2007  291  11.017  20.5  6.5  0.0  1.664
Buyeo  2007  292  8.025  16.7  5.0  6.0  1.382
Buyeo  2007  293  11.023  12.8  1.6  1.0  1.705
Buyeo  2007  294  11.764  19.2  0.3  0.0  1.444
Buyeo  2007  295  9.391  21.2  5.8  0.0  1.387
Buyeo  2007  296  9.402  21.6  8.0  0.0  1.389
Buyeo  2007  297  8.847  23.6  8.3  0.0  1.393
Buyeo  2007  298  4.285  15.1  8.6  25.0  0.915
Buyeo  2007  299  9.271  21.7  12.8  2.5  1.637
Buyeo  2007  300  11.58  21.3  8.1  0.0  1.777
Buyeo  2007  301  4.404  19.1  6.1  2.5  1.057
Buyeo  2007  302  7.733  15.8  8.6  0.0  1.658
Buyeo  2007  303  10.165  17.6  5.0  0.0  1.315
Buyeo  2007  304  7.846  17.2  3.4  0.0  1.134
Buyeo  2007  305  9.018  14.8  5.0  0.0  1.652
Buyeo  2007  306  4.439  14.3  3.7  0.0  0.858
Buyeo  2007  307  6.909  16.8  1.8  0.0  0.913
Buyeo  2007  308  10.484  18.2  0.1  0.0  1.148
Buyeo  2007  309  4.551  15.3  3.0  0.0  0.854
Buyeo  2007  310  6.977  19.0  4.1  0.0  1.139
Buyeo  2007  311  9.97  21.2  1.0  0.0  1.084
Buyeo  2007  312  9.975  21.0  1.2  0.0  1.079
Buyeo  2007  313  8.733  20.1  1.6  0.0  1.085
Buyeo  2007  314  5.096  14.6  4.6  0.0  1.125
Buyeo  2007  315  7.67  14.6  2.5  0.0  0.974
Buyeo  2007  316  8.339  15.6  0.4  0.0  0.86
Buyeo  2007  317  7.135  15.8  -0.6  0.0  0.798
Buyeo  2007  318  6.587  16.5  1.1  0.0  0.801
Buyeo  2007  319  7.395  15.5  2.2  0.0  0.9
Buyeo  2007  320  9.678  11.8  -1.2  0.0  0.891
Buyeo  2007  321  6.597  12.6  -2.2  0.0  0.913
Buyeo  2007  322  9.352  6.9  -3.9  0.0  1.38
Buyeo  2007  323  8.462  6.4  -6.6  5.0  0.921
Buyeo  2007  324  9.174  8.5  -2.7  0.0  1.003
Buyeo  2007  325  8.227  10.6  -2.9  2.5  0.77
Buyeo  2007  326  8.113  9.6  -4.5  0.0  0.651
Buyeo  2007  327  8.0  15.1  2.2  0.0  0.879
Buyeo  2007  328  7.889  13.5  0.8  5.5  0.783
Buyeo  2007  329  6.224  12.8  -0.6  0.0  0.58
Buyeo  2007  330  3.563  9.3  -0.4  0.0  0.545
Buyeo  2007  331  8.51  8.8  -3.5  0.0  0.678
Buyeo  2007  332  9.206  10.5  -5.4  0.0  0.65
Buyeo  2007  333  8.499  14.8  -2.0  0.0  0.811
Buyeo  2007  334  8.994  8.6  -3.2  0.0  0.645
Buyeo  2007  335  7.436  10.5  -4.0  0.0  0.595
Buyeo  2007  336  3.187  5.3  -0.2  5.5  0.457
Buyeo  2007  337  5.538  6.4  -3.4  0.5  0.632
Buyeo  2007  338  8.596  3.7  -5.1  0.0  0.761
Buyeo  2007  339  8.764  6.0  -6.6  0.0  0.557
Buyeo  2007  340  3.133  1.6  -6.3  1.0  0.389
Buyeo  2007  341  5.201  8.8  -1.2  2.5  0.733
Buyeo  2007  342  5.185  7.0  -4.0  0.0  0.526
Buyeo  2007  343  8.277  8.6  -5.0  0.0  0.481
Buyeo  2007  344  3.35  6.9  -4.0  5.0  0.666
Buyeo  2007  345  3.083  8.5  2.0  3.0  0.511
Buyeo  2007  346  4.427  9.3  0.8  0.0  0.54
Buyeo  2007  347  4.547  6.1  0.5  0.0  0.755
Buyeo  2007  348  7.236  7.0  -3.9  0.0  0.545
Buyeo  2007  349  4.854  6.6  -3.4  1.0  0.536
Buyeo  2007  350  6.45  5.0  -5.1  0.0  0.424
Buyeo  2007  351  5.164  8.3  -3.0  0.0  0.488
Buyeo  2007  352  5.353  4.4  -5.4  0.0  0.436
Buyeo  2007  353  7.142  7.0  -3.7  0.0  0.471
Buyeo  2007  354  4.391  10.1  -3.2  0.0  0.443
Buyeo  2007  355  3.943  7.8  -3.0  0.0  0.747
Buyeo  2007  356  3.497  10.8  1.1  0.0  1.146
Buyeo  2007  357  4.203  9.6  -3.5  0.0  0.54
Buyeo  2007  358  6.321  8.6  -4.6  0.0  0.632
Buyeo  2007  359  5.045  11.1  -1.7  0.0  0.773
Buyeo  2007  360  8.454  15.5  -2.7  0.0  0.581
Buyeo  2007  361  3.132  10.6  -2.4  8.5  0.532
Buyeo  2007  362  3.074  8.1  3.0  0.5  0.557
Buyeo  2007  363  4.241  5.0  -1.3  2.0  0.632
Buyeo  2007  364  4.381  -1.0  -5.5  0.9  0.481
Buyeo  2007  365  4.327  -0.1  -6.5  1.3  0.461
Buyeo  2008  1  5.896  -0.9  -6.2  0.0  0.61
Buyeo  2008  2  8.773  4.0  -7.2  0.0  0.496
Buyeo  2008  3  6.909  8.2  -3.9  0.2  0.563
Buyeo  2008  4  8.108  7.1  -5.8  0.0  0.482
Buyeo  2008  5  8.594  8.3  -4.6  0.0  0.508
Buyeo  2008  6  5.338  10.2  -3.0  0.0  0.495
Buyeo  2008  7  3.183  8.7  -1.5  0.0  0.447
Buyeo  2008  8  3.199  7.1  -1.6  0.0  0.454
Buyeo  2008  9  8.328  9.4  -3.1  0.0  0.694
Buyeo  2008  10  5.165  7.4  -2.6  0.0  0.706
Buyeo  2008  11  3.251  3.6  1.0  23.2  0.679
Buyeo  2008  12  3.337  5.5  -0.9  4.5  0.724
Buyeo  2008  13  6.054  1.0  -4.7  0.0  0.919
Buyeo  2008  14  8.998  4.3  -5.4  0.0  0.713
Buyeo  2008  15  7.615  2.8  -7.1  0.0  0.687
Buyeo  2008  16  9.365  0.7  -7.2  0.0  0.917
Buyeo  2008  17  6.121  -1.1  -11.9  0.0  0.669
Buyeo  2008  18  9.122  2.1  -10.3  0.0  0.725
Buyeo  2008  19  5.294  3.2  -7.0  0.0  0.912
Buyeo  2008  20  3.448  5.0  -0.5  0.9  0.828
Buyeo  2008  21  3.474  3.5  1.1  3.0  0.6
Buyeo  2008  22  3.5  2.0  0.5  7.5  0.474
Buyeo  2008  23  6.073  2.2  -4.5  0.0  0.865
Buyeo  2008  24  9.954  -0.3  -7.5  0.0  0.976
Buyeo  2008  25  9.16  1.0  -9.3  0.0  0.794
Buyeo  2008  26  9.723  4.7  -7.0  0.0  0.898
Buyeo  2008  27  9.86  6.2  -8.5  0.0  0.71
Buyeo  2008  28  3.674  3.7  -4.4  0.0  0.686
Buyeo  2008  29  7.58  6.2  -2.7  0.0  0.814
Buyeo  2008  30  7.12  2.5  -6.2  0.3  0.94
Buyeo  2008  31  10.427  2.5  -8.2  0.0  0.835
Buyeo  2008  32  10.499  4.9  -10.2  0.0  0.8
Buyeo  2008  33  9.001  6.0  -4.0  0.0  0.99
Buyeo  2008  34  7.711  4.5  -5.4  0.0  0.762
Buyeo  2008  35  7.921  4.2  -7.1  0.0  0.867
Buyeo  2008  36  5.924  2.5  -8.6  0.0  0.737
Buyeo  2008  37  10.725  3.7  -7.4  0.0  0.951
Buyeo  2008  38  9.029  2.5  -8.9  0.0  0.763
Buyeo  2008  39  6.381  3.4  -9.9  0.0  0.648
Buyeo  2008  40  7.604  2.4  -6.9  0.7  0.733
Buyeo  2008  41  10.1  6.5  -8.9  0.0  0.927
Buyeo  2008  42  7.33  6.4  -5.5  0.0  1.091
Buyeo  2008  43  11.605  -0.3  -6.7  0.0  1.39
Buyeo  2008  44  11.85  1.4  -12.2  0.0  0.988
Buyeo  2008  45  11.776  5.4  -8.7  0.0  1.046
Buyeo  2008  46  12.106  2.8  -6.8  0.0  1.396
Buyeo  2008  47  11.706  4.0  -10.3  0.0  1.055
Buyeo  2008  48  11.546  5.0  -9.0  0.0  1.108
Buyeo  2008  49  11.302  6.3  -9.3  0.0  1.019
Buyeo  2008  50  11.801  7.6  -8.6  0.0  1.079
Buyeo  2008  51  12.055  10.7  -5.4  0.0  1.276
Buyeo  2008  52  11.555  11.6  -7.6  0.0  1.168
Buyeo  2008  53  11.386  12.6  -4.4  0.0  1.467
Buyeo  2008  54  11.981  4.1  -3.0  0.0  1.86
Buyeo  2008  55  13.095  6.4  -8.7  0.0  1.334
Buyeo  2008  56  5.011  3.2  -5.7  5.5  0.726
Buyeo  2008  57  8.173  3.3  -3.4  5.0  1.04
Buyeo  2008  58  13.463  8.3  -7.6  0.0  1.427
Buyeo  2008  59  13.733  9.6  -6.2  0.0  1.361
Buyeo  2008  60  8.983  11.9  -3.5  0.0  1.319
Buyeo  2008  61  13.924  11.0  -3.9  0.0  1.539
Buyeo  2008  62  5.02  11.9  -2.4  0.0  0.991
Buyeo  2008  63  8.112  9.1  -2.9  0.0  1.339
Buyeo  2008  64  10.696  7.9  -5.2  0.0  1.302
Buyeo  2008  65  14.305  10.1  -5.2  0.0  1.542
Buyeo  2008  66  10.301  11.1  -3.5  0.0  1.302
