[weather.met.weather]
!Title  =  Namwon  2007-2020
latitude  =36.7737
Longitude  =126.4959
!  TAV  and  AMP  inserted  by  'tav_amp'  on  31/12/2020  at  10:00  for  period  from      1/2007  to  366/2020  (ddd/yyyy)
tav  =    12.26  (oC)          !  annual  average  ambient  temperature
amp  =    16.41  (oC)          !  annual  amplitude  in  mean  monthly  temperature
  
  
site  year  day  radn  maxt  mint  rain  evap
Seosan  2007  53  10.55  13.1  -2.2  0.0  3.5
Seosan  2007  54  17.41  7.5  -0.6  0.0  2.9
Seosan  2007  55  12.61  8.3  -4.9  0.0  2.9
Seosan  2007  56  8.03  11.1  3.0  0.0  1.7
Seosan  2007  57  15.71  13.8  -1.2  0.0  2.7
Seosan  2007  58  14.5  12.6  -2.5  0.0  1.6
Seosan  2007  59  17.18  15.3  -0.5  0.0  2.7
Seosan  2007  60  11.96  17.2  -0.8  0.0  1.6
Seosan  2007  61  0.86  11.3  7.3  18.5  0.5
Seosan  2007  62  7.84  14.3  7.6  0.0  0.9
Seosan  2007  63  3.15  17.6  5.3  40.0  0.3
Seosan  2007  64  3.22  5.3  -3.0  0.2  2.0
Seosan  2007  65  17.2  -0.1  -4.5  0.0  2.7
Seosan  2007  66  15.62  3.5  -5.4  1.0  1.2
Seosan  2007  67  16.77  6.5  -5.0  0.0  3.0
Seosan  2007  68  16.82  9.5  -3.2  0.0  3.3
Seosan  2007  69  6.55  7.8  -1.3  1.0  2.1
Seosan  2007  70  11.86  5.0  -4.5  0.0  2.9
Seosan  2007  71  17.66  9.3  -4.5  0.0  2.9
Seosan  2007  72  17.22  11.1  -3.7  0.0  2.6
Seosan  2007  73  14.26  13.1  -1.7  0.0  2.3
Seosan  2007  74  15.99  14.0  4.3  0.0  3.5
Seosan  2007  75  12.96  13.6  3.0  0.0  3.5
Seosan  2007  76  19.03  10.8  0.5  0.0  3.6
Seosan  2007  77  19.66  11.5  -2.7  0.0  3.2
Seosan  2007  78  19.16  12.1  -3.5  0.0  2.8
Seosan  2007  79  11.0  9.6  -2.0  0.0  1.5
Seosan  2007  80  7.81  10.0  1.5  0.5  1.5
Seosan  2007  81  15.72  13.1  5.9  0.0  2.5
Seosan  2007  82  14.97  16.8  6.1  4.0  3.0
Seosan  2007  83  2.76  10.8  6.9  24.5  0.6
Seosan  2007  84  17.68  10.1  3.7  0.0  2.6
Seosan  2007  85  7.91  13.3  3.9  8.5  1.4
Seosan  2007  86  11.57  13.3  4.8  0.0  1.7
Seosan  2007  87  7.82  14.5  2.9  7.5  2.5
Seosan  2007  88  8.55  12.1  0.6  6.0  1.8
Seosan  2007  89  19.84  15.5  2.9  0.0  2.9
Seosan  2007  90  5.32  12.3  5.9  15.5  1.3
Seosan  2007  91  8.06  12.0  5.3  0.0  1.8
Seosan  2007  92  22.28  8.5  1.2  0.0  3.7
Seosan  2007  93  20.42  9.8  4.0  0.0  4.4
Seosan  2007  94  22.76  9.6  -0.2  0.0  3.5
Seosan  2007  95  20.71  13.0  -2.7  0.0  3.5
Seosan  2007  96  19.35  14.3  1.6  0.0  3.4
Seosan  2007  97  14.74  14.3  1.8  0.0  2.1
Seosan  2007  98  19.81  14.1  3.2  0.0  3.6
Seosan  2007  99  21.81  14.8  -0.5  0.0  4.1
Seosan  2007  100  18.9  15.5  4.4  0.0  4.2
Seosan  2007  101  19.32  16.6  6.8  2.5  4.0
Seosan  2007  102  13.86  17.3  6.5  0.0  4.7
Seosan  2007  103  3.65  14.3  5.5  6.5  0.8
Seosan  2007  104  23.74  15.5  1.1  0.0  4.4
Seosan  2007  105  19.39  17.2  7.6  0.1  4.0
Seosan  2007  106  9.06  11.6  4.8  15.5  1.8
Seosan  2007  107  19.52  13.3  1.7  0.0  3.0
Seosan  2007  108  23.61  16.1  2.5  0.0  4.2
Seosan  2007  109  21.99  15.3  4.5  0.0  5.9
Seosan  2007  110  4.18  15.6  11.1  1.5  1.2
Seosan  2007  111  13.94  20.3  11.8  0.0  3.6
Seosan  2007  112  12.28  15.0  7.1  0.0  2.6
Seosan  2007  113  24.03  20.5  5.8  0.0  3.5
Seosan  2007  114  13.85  16.3  5.0  0.0  3.1
Seosan  2007  115  22.9  17.2  5.3  0.0  4.2
Seosan  2007  116  19.53  19.6  8.5  0.0  4.0
Seosan  2007  117  23.84  21.1  7.8  0.0  6.5
Seosan  2007  118  25.44  19.2  3.2  0.0  5.5
Seosan  2007  119  25.08  20.3  5.5  0.0  5.8
Seosan  2007  120  5.31  17.6  6.9  2.0  1.5
Seosan  2007  121  8.5  16.3  10.3  13.5  1.8
Seosan  2007  122  25.18  18.7  9.8  0.0  4.7
Seosan  2007  123  10.44  17.5  12.1  0.0  2.9
Seosan  2007  124  16.1  18.7  13.1  0.0  3.4
Seosan  2007  125  21.71  25.1  11.5  0.0  4.7
Seosan  2007  126  16.65  21.8  11.8  0.0  3.6
Seosan  2007  127  24.55  21.7  9.6  0.0  5.5
Seosan  2007  128  21.42  20.2  13.6  0.0  5.5
Seosan  2007  129  9.71  19.8  11.3  4.0  2.1
Seosan  2007  130  24.7  19.6  7.5  0.0  4.7
Seosan  2007  131  21.26  22.8  9.0  0.0  5.8
Seosan  2007  132  2.99  16.5  10.3  11.0  2.0
Seosan  2007  133  26.47  19.7  7.4  0.0  5.8
Seosan  2007  134  17.99  19.7  14.1  0.0  4.2
Seosan  2007  135  24.03  23.6  11.1  0.0  6.2
Seosan  2007  136  2.59  20.5  12.8  31.0  1.4
Seosan  2007  137  25.87  22.2  12.1  3.5  3.5
Seosan  2007  138  13.99  17.8  11.3  0.0  2.0
Seosan  2007  139  23.38  21.2  9.6  0.0  5.6
Seosan  2007  140  27.8  21.2  10.6  0.0  5.4
Seosan  2007  141  21.42  22.6  9.5  0.0  5.5
Seosan  2007  142  27.4  24.7  9.6  0.0  6.8
Seosan  2007  143  15.65  23.8  11.8  0.0  3.1
Seosan  2007  144  9.89  25.2  17.2  44.5  2.0
Seosan  2007  145  24.1  20.1  15.6  1.0  5.0
Seosan  2007  146  26.62  23.5  13.3  0.0  6.8
Seosan  2007  147  23.02  24.3  15.8  0.0  5.9
Seosan  2007  148  23.86  25.7  14.3  0.0  5.2
Seosan  2007  149  10.74  19.8  14.1  0.0  2.7
Seosan  2007  150  25.65  23.3  12.8  0.0  5.8
Seosan  2007  151  26.08  27.5  12.6  0.0  6.1
Seosan  2007  152  10.97  22.0  15.5  0.0  2.8
Seosan  2007  153  25.8  26.8  13.6  0.0  6.3
Seosan  2007  154  26.28  27.7  15.8  0.0  6.4
Seosan  2007  155  18.55  25.1  15.8  0.0  4.8
Seosan  2007  156  8.67  21.8  15.8  0.0  2.2
Seosan  2007  157  5.75  20.1  17.6  7.0  1.1
Seosan  2007  158  18.43  23.0  16.7  3.5  3.5
Seosan  2007  159  10.1  21.8  17.5  0.5  2.9
Seosan  2007  160  27.61  25.2  15.1  0.0  6.1
Seosan  2007  161  26.98  27.2  13.8  0.0  6.3
Seosan  2007  162  24.77  26.8  15.5  0.0  6.5
Seosan  2007  163  24.54  27.2  15.3  0.0  6.2
Seosan  2007  164  16.87  27.5  16.0  0.0  4.1
Seosan  2007  165  18.43  26.7  17.7  0.5  6.1
Seosan  2007  166  19.99  26.7  19.1  0.0  6.4
Seosan  2007  167  29.64  29.8  15.8  0.0  9.0
Seosan  2007  168  22.5  28.8  18.6  0.0  7.4
Seosan  2007  169  26.87  28.8  16.6  0.0  7.5
Seosan  2007  170  25.45  30.5  16.2  0.0  7.1
Seosan  2007  171  21.39  27.8  17.7  0.0  4.2
Seosan  2007  172  3.11  22.6  19.1  38.5  0.9
Seosan  2007  173  21.38  27.6  19.3  2.0  5.6
Seosan  2007  174  9.9  23.8  17.2  19.0  1.1
Seosan  2007  175  6.72  21.8  17.1  31.5  2.1
Seosan  2007  176  8.47  23.1  18.2  0.0  1.6
Seosan  2007  177  23.4  28.7  18.8  0.0  5.1
Seosan  2007  178  15.39  27.2  18.7  1.0  7.0
Seosan  2007  179  4.14  25.2  22.2  7.0  1.6
Seosan  2007  180  9.15  23.2  19.3  0.0  1.6
Seosan  2007  181  19.18  28.7  19.2  13.0  1.9
Seosan  2007  182  3.48  23.2  19.6  95.5  0.9
Seosan  2007  183  5.79  24.2  21.3  2.0  1.7
Seosan  2007  184  11.77  26.2  21.1  0.2  3.0
Seosan  2007  185  16.12  28.2  19.7  0.5  4.0
Seosan  2007  186  6.19  23.7  20.0  0.1  1.2
Seosan  2007  187  22.19  29.2  19.1  0.0  4.6
Seosan  2007  188  23.84  28.1  19.7  0.1  5.5
Seosan  2007  189  13.42  29.1  21.5  2.5  3.6
Seosan  2007  190  17.94  28.1  20.2  6.0  5.4
Seosan  2007  191  6.21  22.2  19.5  10.5  1.3
Seosan  2007  192  10.17  24.2  20.7  0.5  2.7
Seosan  2007  193  23.97  27.3  19.0  0.0  5.2
Seosan  2007  194  22.68  29.5  19.0  0.0  6.5
Seosan  2007  195  21.66  27.7  21.2  0.4  7.4
Seosan  2007  196  20.78  28.0  18.7  0.5  5.1
Seosan  2007  197  3.24  23.5  19.3  28.5  2.6
Seosan  2007  198  15.88  25.2  19.1  0.5  4.3
Seosan  2007  199  22.44  28.5  18.8  0.0  4.5
Seosan  2007  200  1.53  25.1  22.3  81.0  0.8
Seosan  2007  201  9.49  27.1  22.3  0.5  2.2
Seosan  2007  202  12.8  24.7  20.8  0.0  2.2
Seosan  2007  203  22.01  27.8  19.6  0.0  4.1
Seosan  2007  204  12.14  26.7  20.2  0.2  2.5
Seosan  2007  205  6.18  26.6  20.7  27.5  1.5
Seosan  2007  206  11.16  25.8  22.0  0.0  2.8
Seosan  2007  207  19.4  28.6  21.1  0.0  3.7
Seosan  2007  208  15.22  28.3  24.0  0.0  4.1
Seosan  2007  209  16.85  27.7  23.5  0.0  3.8
Seosan  2007  210  8.78  27.7  22.2  0.0  3.2
Seosan  2007  211  23.34  30.7  20.2  0.0  5.3
Seosan  2007  212  19.07  28.1  20.2  0.0  5.2
Seosan  2007  213  8.67  28.0  23.7  0.5  3.0
Seosan  2007  214  20.07  30.0  24.3  1.5  4.8
Seosan  2007  215  12.79  28.6  24.2  0.0  4.5
Seosan  2007  216  5.88  27.0  23.2  22.0  1.5
Seosan  2007  217  5.24  24.8  22.7  48.0  1.0
Seosan  2007  218  10.01  27.5  21.8  9.5  3.0
Seosan  2007  219  5.18  27.8  22.1  81.0  0.9
Seosan  2007  220  6.3  28.1  21.3  50.5  1.8
Seosan  2007  221  6.32  27.8  25.2  0.0  2.1
Seosan  2007  222  23.61  30.2  24.5  0.5  6.1
Seosan  2007  223  21.19  32.4  23.5  0.0  5.9
Seosan  2007  224  4.81  28.2  24.2  54.5  1.2
Seosan  2007  225  8.69  29.2  24.3  5.0  1.4
Seosan  2007  226  3.92  26.3  23.8  9.5  0.7
Seosan  2007  227  14.59  31.2  22.2  5.0  3.5
Seosan  2007  228  22.42  29.6  23.2  0.0  5.1
Seosan  2007  229  21.41  31.2  21.7  0.0  4.7
Seosan  2007  230  18.07  30.2  22.3  0.0  3.6
Seosan  2007  231  22.09  30.2  22.3  0.0  5.6
Seosan  2007  232  19.22  29.7  22.7  0.1  4.5
Seosan  2007  233  21.59  29.7  24.6  0.0  5.0
Seosan  2007  234  17.44  29.7  20.2  27.0  4.5
Seosan  2007  235  25.09  29.7  17.8  0.0  5.6
Seosan  2007  236  23.6  30.2  19.2  0.0  5.5
Seosan  2007  237  20.61  30.7  22.0  0.0  5.1
Seosan  2007  238  14.78  29.6  22.0  15.5  5.3
Seosan  2007  239  13.01  28.8  24.3  22.5  4.8
Seosan  2007  240  19.85  29.0  22.5  0.5  3.1
Seosan  2007  241  4.93  24.7  20.3  61.5  3.0
Seosan  2007  242  9.37  24.0  20.1  0.0  3.0
Seosan  2007  243  8.45  24.0  19.7  0.0  2.2
Seosan  2007  244  3.07  21.2  18.7  33.0  0.9
Seosan  2007  245  6.0  20.8  18.0  4.5  1.0
Seosan  2007  246  10.15  23.8  18.6  1.0  1.6
Seosan  2007  247  7.9  25.2  19.8  0.5  1.6
Seosan  2007  248  4.82  21.6  18.1  13.0  1.3
Seosan  2007  249  2.69  18.7  16.7  39.5  0.9
Seosan  2007  250  19.91  25.6  17.7  0.0  3.9
Seosan  2007  251  20.72  25.3  16.0  0.0  4.1
Seosan  2007  252  20.92  27.5  15.3  0.0  4.5
Seosan  2007  253  19.62  27.2  15.8  0.0  3.6
Seosan  2007  254  15.57  27.2  18.2  0.0  3.6
Seosan  2007  255  17.32  29.1  16.7  0.0  3.0
Seosan  2007  256  11.2  26.6  18.1  0.0  2.2
Seosan  2007  257  5.93  25.0  18.0  119.5  1.7
Seosan  2007  258  7.14  23.2  18.1  5.5  1.5
Seosan  2007  259  3.24  21.5  18.0  8.5  0.6
Seosan  2007  260  20.5  27.7  18.5  0.0  5.0
Seosan  2007  261  8.79  26.1  19.7  27.0  3.0
Seosan  2007  262  9.81  28.2  20.1  24.5  1.8
Seosan  2007  263  13.81  29.8  20.2  3.5  3.8
Seosan  2007  264  9.61  24.2  19.1  0.5  1.8
Seosan  2007  265  5.52  22.6  18.2  1.5  1.1
Seosan  2007  266  8.04  23.5  18.1  0.5  2.3
Seosan  2007  267  8.91  24.7  17.7  4.0  1.5
Seosan  2007  268  17.57  28.2  16.2  0.0  3.7
Seosan  2007  269  13.3  25.2  16.5  0.0  2.8
Seosan  2007  270  8.73  24.5  19.5  3.5  3.2
Seosan  2007  271  5.89  21.2  13.8  12.0  1.4
Seosan  2007  272  8.39  22.7  11.6  0.3  1.8
Seosan  2007  273  4.41  19.2  15.6  3.5  1.3
Seosan  2007  274  8.08  21.7  13.6  0.0  1.2
Seosan  2007  275  10.29  23.7  16.2  0.0  1.2
Seosan  2007  276  2.64  21.3  17.8  0.1  0.9
Seosan  2007  277  11.07  24.2  18.0  0.5  2.1
Seosan  2007  278  14.9  26.5  15.8  0.0  3.3
Seosan  2007  279  14.42  25.3  15.6  0.0  3.7
Seosan  2007  280  15.41  24.7  14.3  0.0  4.0
Seosan  2007  281  17.69  17.7  11.5  0.0  4.2
Seosan  2007  282  17.81  20.6  8.3  0.0  3.6
Seosan  2007  283  13.95  23.6  11.8  0.0  2.8
Seosan  2007  284  12.41  21.1  12.8  0.1  3.5
Seosan  2007  285  10.26  21.1  13.3  0.0  2.9
Seosan  2007  286  11.21  19.3  9.8  0.0  2.0
Seosan  2007  287  16.43  21.3  9.3  0.0  3.6
Seosan  2007  288  14.6  20.5  7.6  0.0  2.1
Seosan  2007  289  13.92  19.1  7.0  0.0  2.6
Seosan  2007  290  16.47  18.8  8.3  0.0  3.3
Seosan  2007  291  14.52  20.0  8.3  0.0  3.0
Seosan  2007  292  11.07  14.8  6.8  16.5  4.1
Seosan  2007  293  12.98  11.3  3.9  2.0  2.3
Seosan  2007  294  13.5  16.8  2.9  0.0  2.1
Seosan  2007  295  13.64  19.6  8.1  0.0  3.0
Seosan  2007  296  10.18  21.7  8.8  0.0  1.4
Seosan  2007  297  11.75  21.3  9.8  0.0  1.5
Seosan  2007  298  6.01  21.0  10.8  9.0  1.5
Seosan  2007  299  11.31  20.5  12.1  1.0  1.8
Seosan  2007  300  14.7  21.6  8.6  0.0  2.7
Seosan  2007  301  5.51  18.2  7.0  1.5  1.3
Seosan  2007  302  10.53  14.0  7.5  0.0  2.2
Seosan  2007  303  14.19  15.1  4.5  0.0  2.3
Seosan  2007  304  9.27  17.0  4.4  0.0  2.2
Seosan  2007  305  10.38  13.3  6.0  1.0  1.8
Seosan  2007  306  8.51  13.8  4.1  0.0  1.2
Seosan  2007  307  11.24  16.3  3.0  0.0  1.6
Seosan  2007  308  14.23  14.8  1.6  0.0  2.2
Seosan  2007  309  6.94  13.1  1.7  0.0  1.5
Seosan  2007  310  11.7  18.7  4.9  0.0  2.5
Seosan  2007  311  12.07  20.7  4.0  0.0  1.8
Seosan  2007  312  11.66  20.7  3.7  0.0  1.5
Seosan  2007  313  8.65  17.2  3.9  0.0  1.3
Seosan  2007  314  8.15  13.8  5.3  0.1  2.4
Seosan  2007  315  8.09  12.6  5.5  0.0  1.0
Seosan  2007  316  11.93  15.1  3.5  0.0  1.8
Seosan  2007  317  7.68  14.3  1.7  0.0  1.1
Seosan  2007  318  9.34  16.0  4.3  0.0  1.3
Seosan  2007  319  9.22  11.6  2.4  0.1  1.5
Seosan  2007  320  12.85  10.3  -1.2  0.0  1.6
Seosan  2007  321  8.69  12.5  -1.6  0.1  2.8
Seosan  2007  322  10.15  6.9  -2.0  0.0  1.5
Seosan  2007  323  7.46  9.0  -4.1  3.5  0.8
Seosan  2007  324  11.52  7.9  -2.7  0.0  2.0
Seosan  2007  325  11.28  8.0  -2.5  3.0  2.0
Seosan  2007  326  6.68  7.4  -3.9  0.0  0.9
Seosan  2007  327  4.12  12.8  3.0  6.5  1.7
Seosan  2007  328  8.73  10.8  0.5  0.0  2.0
Seosan  2007  329  11.37  11.3  -2.0  0.0  1.6
Seosan  2007  330  2.41  9.8  0.1  0.1  1.2
Seosan  2007  331  12.02  6.4  -3.5  0.0  1.8
Seosan  2007  332  11.12  8.1  -4.0  0.0  1.8
Seosan  2007  333  10.97  11.0  2.2  0.0  2.1
Seosan  2007  334  11.14  6.0  -3.5  0.0  1.6
Seosan  2007  335  8.6  9.5  -4.0  0.0  1.0
Seosan  2007  336  1.76  6.3  -0.4  3.0  0.4
Seosan  2007  337  7.7  7.0  -3.2  0.1  1.4
Seosan  2007  338  8.38  1.3  -3.7  0.0  1.6
Seosan  2007  339  11.15  3.2  -5.3  0.0  0.8
Seosan  2007  340  2.87  4.4  -5.6  3.0  0.3
Seosan  2007  341  5.0  6.8  -0.6  2.0  1.2
Seosan  2007  342  7.12  5.5  -3.5  0.0  1.3
Seosan  2007  343  10.42  7.8  -4.9  0.0  1.6
Seosan  2007  344  3.63  5.9  -3.0  0.2  0.5
Seosan  2007  345  5.18  7.6  0.8  3.5  1.0
Seosan  2007  346  6.13  8.3  -0.2  0.0  0.8
Seosan  2007  347  6.4  4.5  0.8  1.0  1.9
Seosan  2007  348  10.35  5.4  -3.2  0.2  1.0
Seosan  2007  349  4.87  6.1  -3.0  0.5  1.2
Seosan  2007  350  8.03  5.6  -4.0  0.0  1.1
Seosan  2007  351  5.61  7.5  -4.5  0.0  1.3
Seosan  2007  352  4.53  3.2  -5.5  0.5  1.0
Seosan  2007  353  9.33  5.5  -3.7  0.0  1.1
Seosan  2007  354  5.92  10.3  -1.2  0.0  1.2
Seosan  2007  355  6.63  7.9  -2.2  0.0  1.5
Seosan  2007  356  7.14  9.3  -0.8  0.0  1.3
Seosan  2007  357  5.34  8.6  -4.1  0.0  1.4
Seosan  2007  358  8.19  6.4  -4.8  0.0  1.3
Seosan  2007  359  6.74  9.0  -0.6  0.0  2.0
Seosan  2007  360  9.59  13.6  -0.6  0.0  2.1
Seosan  2007  361  3.69  10.8  0.0  1.5  0.7
Seosan  2007  362  1.23  5.3  2.7  0.0  0.5
Seosan  2007  363  4.52  4.0  -2.7  1.5  0.2
Seosan  2007  364  4.06  -2.7  -6.0  4.6  0.2
Seosan  2007  365  4.66  -2.0  -6.1  1.2  0.4
Seosan  2008  1  5.25  -3.5  -5.8  0.0  0.4
Seosan  2008  2  11.12  1.1  -7.4  0.0  1.3
Seosan  2008  3  8.03  6.0  -6.1  0.0  1.5
Seosan  2008  4  10.01  4.1  -7.5  0.0  1.4
Seosan  2008  5  10.04  5.8  -5.8  0.0  1.2
Seosan  2008  6  5.79  7.0  -3.2  0.0  3.0
Seosan  2008  7  5.03  7.1  -4.1  0.0  2.8
Seosan  2008  8  5.26  5.1  -4.5  0.0  2.4
Seosan  2008  9  8.46  6.5  -4.5  0.0  2.8
Seosan  2008  10  8.32  4.1  -3.4  0.0  2.6
Seosan  2008  11  0.62  0.6  -1.2  6.5  0.5
Seosan  2008  12  7.72  4.3  -3.2  0.0  2.8
Seosan  2008  13  7.6  -2.7  -6.5  0.0  3.0
Seosan  2008  14  11.19  1.3  -8.1  0.0  2.6
Seosan  2008  15  9.35  -0.2  -9.0  0.0  2.5
Seosan  2008  16  11.9  -2.5  -8.3  0.0  2.8
Seosan  2008  17  8.06  -2.5  -13.1  0.0  2.1
Seosan  2008  18  10.43  0.0  -11.7  0.0  2.5
Seosan  2008  19  8.68  1.6  -8.5  0.0  2.7
Seosan  2008  20  4.22  3.8  -2.0  0.0  2.2
Seosan  2008  21  3.26  3.1  -0.6  3.3  0.3
Seosan  2008  22  3.38  1.4  -0.9  5.2  0.4
Seosan  2008  23  10.26  0.5  -5.9  0.0  2.7
Seosan  2008  24  12.39  -2.4  -9.3  0.0  2.6
Seosan  2008  25  11.57  -1.6  -11.6  0.0  2.2
Seosan  2008  26  12.19  1.5  -10.4  0.0  3.0
Seosan  2008  27  12.7  2.5  -8.6  0.0  2.8
Seosan  2008  28  4.8  0.3  -8.1  0.0  1.5
Seosan  2008  29  10.79  2.6  -5.8  0.0  2.4
Seosan  2008  30  10.66  0.2  -7.0  0.0  3.1
Seosan  2008  31  13.55  -1.2  -8.5  0.0  3.2
Seosan  2008  32  13.55  1.8  -11.6  0.0  2.8
Seosan  2008  33  12.25  2.5  -7.1  0.0  2.7
Seosan  2008  34  12.26  1.6  -7.2  0.0  2.0
Seosan  2008  35  11.78  0.9  -7.5  0.0  2.2
Seosan  2008  36  7.65  0.0  -10.2  0.0  1.5
Seosan  2008  37  13.83  0.4  -8.9  0.0  1.6
Seosan  2008  38  12.18  0.4  -10.4  0.0  2.3
Seosan  2008  39  8.87  1.2  -11.1  0.0  2.4
Seosan  2008  40  9.61  -0.3  -8.8  0.4  2.1
Seosan  2008  41  10.76  2.9  -10.6  0.0  2.4
Seosan  2008  42  9.54  3.9  -7.5  0.0  2.5
Seosan  2008  43  15.19  -2.5  -7.6  0.0  3.7
Seosan  2008  44  15.91  -2.3  -13.0  0.0  3.9
Seosan  2008  45  14.73  3.1  -10.6  0.0  3.6
Seosan  2008  46  16.5  0.3  -5.0  0.0  4.9
Seosan  2008  47  13.71  1.2  -10.6  0.0  4.0
Seosan  2008  48  16.59  1.4  -9.7  0.0  4.0
Seosan  2008  49  14.66  4.9  -10.6  0.0  3.4
Seosan  2008  50  13.42  6.2  -9.1  0.0  2.6
Seosan  2008  51  15.09  8.5  -5.8  0.0  2.8
Seosan  2008  52  14.56  9.3  -6.8  0.0  2.7
Seosan  2008  53  11.47  10.0  -2.4  0.1  2.0
Seosan  2008  54  16.01  1.2  -4.2  0.0  2.8
Seosan  2008  55  16.95  4.5  -8.8  0.0  3.7
Seosan  2008  56  4.31  2.4  -6.5  3.0  1.2
Seosan  2008  57  4.41  1.7  -3.0  3.5  3.5
Seosan  2008  58  17.87  6.0  -7.9  0.0  3.7
Seosan  2008  59  16.3  7.8  -6.5  0.0  2.7
Seosan  2008  60  12.46  10.6  -0.6  0.0  3.1
Seosan  2008  61  17.74  8.1  -3.2  0.0  3.3
Seosan  2008  62  7.58  9.6  -3.4  0.0  1.5
Seosan  2008  63  15.4  7.3  -1.4  0.0  3.2
Seosan  2008  64  17.7  6.2  -5.6  0.0  3.5
Seosan  2008  65  16.76  8.4  -5.9  0.0  3.6
Seosan  2008  66  13.46  8.6  -2.5  0.0  2.9
Seosan  2008  67  18.83  8.1  -4.9  0.0  2.6
Seosan  2008  68  17.03  10.2  -4.8  0.0  2.7
Seosan  2008  69  16.93  12.6  -1.1  0.0  3.2
Seosan  2008  70  14.47  10.4  -1.1  0.0  2.1
Seosan  2008  71  13.28  14.9  2.9  0.0  2.6
Seosan  2008  72  14.54  17.8  2.0  0.0  2.6
Seosan  2008  73  4.85  12.5  4.3  0.5  0.8
Seosan  2008  74  20.36  13.8  0.0  0.0  2.9
Seosan  2008  75  17.66  13.0  -1.9  0.0  3.0
Seosan  2008  76  19.23  12.1  -0.7  0.0  3.8
Seosan  2008  77  19.61  16.3  -3.9  0.0  3.7
Seosan  2008  78  14.57  18.6  0.0  0.0  3.3
Seosan  2008  79  17.06  18.5  4.7  0.0  4.5
