[weather.met.weather]
!Title  =  Namwon  2007-2020
latitude  =35.5601
Longitude  =126.8682
!  TAV  and  AMP  inserted  by  'tav_amp'  on  31/12/2020  at  10:00  for  period  from      1/2007  to  366/2020  (ddd/yyyy)
tav  =    13.58  (oC)          !  annual  average  ambient  temperature
amp  =    18.14  (oC)          !  annual  amplitude  in  mean  monthly  temperature
  
  
site  year  day  radn  maxt  mint  rain  evap
Jeongeup  2007  300  11.28  21.2  8.5  0.0  1.673
Jeongeup  2007  301  5.363  20.3  8.6  0.0  1.316
Jeongeup  2007  302  5.795  15.0  9.3  0.0  1.312
Jeongeup  2007  303  9.384  15.8  5.5  0.0  1.369
Jeongeup  2007  304  6.881  16.0  4.9  0.0  1.164
Jeongeup  2007  305  6.984  14.1  8.1  0.0  1.534
Jeongeup  2007  306  4.602  13.3  6.1  0.0  1.041
Jeongeup  2007  307  6.879  16.1  5.0  0.0  1.19
Jeongeup  2007  308  10.589  16.7  2.7  0.0  1.292
Jeongeup  2007  309  3.953  11.3  4.5  0.0  0.8
Jeongeup  2007  310  4.526  15.8  5.6  0.0  0.845
Jeongeup  2007  311  10.376  19.6  2.9  0.0  1.248
Jeongeup  2007  312  8.581  20.2  4.0  0.0  1.138
Jeongeup  2007  313  8.448  20.0  4.5  0.0  1.159
Jeongeup  2007  314  4.309  13.8  7.5  0.0  1.078
Jeongeup  2007  315  4.718  13.1  6.0  0.0  0.98
Jeongeup  2007  316  9.968  14.8  4.5  0.0  1.145
Jeongeup  2007  317  9.321  15.6  2.9  0.0  1.132
Jeongeup  2007  318  6.285  15.8  3.7  0.0  0.951
Jeongeup  2007  319  5.52  14.1  4.6  0.0  0.957
Jeongeup  2007  320  9.293  11.0  1.1  0.0  1.048
Jeongeup  2007  321  5.304  12.8  0.8  0.0  0.962
Jeongeup  2007  322  7.547  8.3  -2.0  0.0  1.28
Jeongeup  2007  323  7.998  8.0  -4.1  0.0  0.873
Jeongeup  2007  324  7.881  7.6  0.6  3.5  1.035
Jeongeup  2007  325  7.767  10.6  -0.1  3.0  1.021
Jeongeup  2007  326  8.772  10.8  -2.2  0.0  0.871
Jeongeup  2007  327  8.517  15.1  2.7  0.0  1.051
Jeongeup  2007  328  6.465  12.8  3.0  0.5  0.912
Jeongeup  2007  329  8.914  13.1  -0.6  0.0  0.782
Jeongeup  2007  330  4.888  14.1  -0.1  0.0  0.878
Jeongeup  2007  331  7.394  8.0  -1.6  0.0  0.787
Jeongeup  2007  332  8.927  8.8  -4.1  0.0  0.689
Jeongeup  2007  333  8.617  12.8  -2.5  0.0  0.797
Jeongeup  2007  334  5.739  6.9  -1.5  0.0  0.747
Jeongeup  2007  335  6.322  11.3  -3.2  0.0  0.702
Jeongeup  2007  336  3.271  6.4  1.7  16.5  0.565
Jeongeup  2007  337  5.602  8.1  -1.0  0.0  0.743
Jeongeup  2007  338  3.443  3.2  0.0  0.0  0.775
Jeongeup  2007  339  7.96  5.5  -3.2  0.0  0.667
Jeongeup  2007  340  3.217  6.1  -3.5  0.0  0.604
Jeongeup  2007  341  3.603  7.5  2.2  3.0  0.643
Jeongeup  2007  342  4.518  8.0  -0.8  0.0  0.657
Jeongeup  2007  343  7.872  8.8  -0.6  0.0  0.658
Jeongeup  2007  344  3.241  9.6  -1.8  3.0  0.733
Jeongeup  2007  345  3.167  9.1  5.3  1.5  0.55
Jeongeup  2007  346  3.751  8.8  2.0  0.0  0.568
Jeongeup  2007  347  3.744  7.0  2.2  4.0  0.738
Jeongeup  2007  348  5.113  6.0  -0.3  0.0  0.708
Jeongeup  2007  349  4.714  9.5  -1.0  0.0  0.811
Jeongeup  2007  350  5.493  5.9  -2.5  0.0  0.582
Jeongeup  2007  351  5.815  8.8  -1.6  0.0  0.654
Jeongeup  2007  352  5.877  8.8  -2.2  0.0  0.675
Jeongeup  2007  353  7.442  8.3  -1.6  0.0  0.622
Jeongeup  2007  354  4.046  12.1  -1.0  0.0  0.653
Jeongeup  2007  355  3.132  7.3  0.4  0.0  0.523
Jeongeup  2007  356  4.962  11.1  0.4  0.0  0.57
Jeongeup  2007  357  4.181  9.3  -0.6  0.0  0.653
Jeongeup  2007  358  5.688  8.1  -3.4  0.0  0.514
Jeongeup  2007  359  4.843  10.3  -1.1  0.0  0.586
Jeongeup  2007  360  8.322  15.3  -0.4  0.0  0.722
Jeongeup  2007  361  3.152  12.3  0.5  8.5  0.603
Jeongeup  2007  362  3.158  8.5  4.6  1.0  0.573
Jeongeup  2007  363  3.494  5.9  -0.8  1.5  0.653
Jeongeup  2007  364  3.173  -0.6  -4.3  19.5  0.386
Jeongeup  2007  365  3.776  1.3  -4.4  9.5  0.432
Jeongeup  2008  1  3.192  -2.1  -5.0  10.0  0.369
Jeongeup  2008  2  7.381  2.9  -4.2  0.0  0.507
Jeongeup  2008  3  6.338  8.0  -3.0  0.0  0.577
Jeongeup  2008  4  8.625  6.2  -4.1  0.0  0.574
Jeongeup  2008  5  8.319  8.3  -4.4  0.0  0.601
Jeongeup  2008  6  4.929  10.7  -0.7  0.0  0.663
Jeongeup  2008  7  5.756  9.8  -0.8  0.0  0.591
Jeongeup  2008  8  3.283  7.5  0.1  0.0  0.538
Jeongeup  2008  9  8.715  9.1  -1.9  0.0  0.684
Jeongeup  2008  10  6.034  7.2  -1.6  0.0  0.648
Jeongeup  2008  11  3.334  4.2  1.5  16.3  0.513
Jeongeup  2008  12  3.353  4.2  0.4  10.0  0.531
Jeongeup  2008  13  5.091  0.4  -3.1  0.0  0.776
Jeongeup  2008  14  8.638  3.0  -4.5  0.0  0.635
Jeongeup  2008  15  7.503  1.9  -6.5  0.0  0.723
Jeongeup  2008  16  8.865  0.5  -6.0  0.0  0.93
Jeongeup  2008  17  6.115  -2.0  -10.5  0.0  0.623
Jeongeup  2008  18  7.556  1.3  -9.5  0.0  0.662
Jeongeup  2008  19  6.964  3.1  -6.7  0.0  0.733
Jeongeup  2008  20  3.531  2.7  -0.5  1.0  0.574
Jeongeup  2008  21  3.556  3.1  0.2  2.0  0.499
Jeongeup  2008  22  3.583  1.5  0.2  7.5  0.486
Jeongeup  2008  23  3.754  1.0  -3.4  1.5  0.597
Jeongeup  2008  24  9.86  -1.0  -7.4  0.0  0.776
Jeongeup  2008  25  8.394  0.3  -7.0  0.0  0.741
Jeongeup  2008  26  8.229  2.1  -5.9  0.0  0.712
Jeongeup  2008  27  9.681  3.3  -7.6  0.0  0.764
Jeongeup  2008  28  3.755  0.4  -3.0  0.0  0.553
Jeongeup  2008  29  6.537  5.2  -2.3  0.0  0.773
Jeongeup  2008  30  5.388  2.1  -2.9  1.5  0.754
Jeongeup  2008  31  8.437  1.2  -5.8  0.0  0.776
Jeongeup  2008  32  10.236  3.3  -8.4  0.0  0.792
Jeongeup  2008  33  7.568  4.0  -4.1  0.0  0.782
Jeongeup  2008  34  6.323  4.9  -4.4  0.5  0.687
Jeongeup  2008  35  5.371  3.0  -4.4  0.0  0.786
Jeongeup  2008  36  4.95  0.7  -5.4  0.0  0.716
Jeongeup  2008  37  7.483  2.3  -4.3  0.0  0.81
Jeongeup  2008  38  6.365  2.2  -4.2  0.0  0.795
Jeongeup  2008  39  9.883  4.4  -3.6  0.0  1.005
Jeongeup  2008  40  5.912  1.7  -4.4  1.0  0.726
Jeongeup  2008  41  11.064  5.3  -6.5  0.0  0.978
Jeongeup  2008  42  7.213  5.7  -4.1  0.0  0.963
Jeongeup  2008  43  9.772  -0.9  -6.0  0.0  1.21
Jeongeup  2008  44  12.117  0.2  -9.7  0.0  1.084
Jeongeup  2008  45  10.08  4.9  -5.9  0.0  0.99
Jeongeup  2008  46  11.47  2.1  -4.7  0.0  1.28
Jeongeup  2008  47  11.718  3.8  -7.2  0.0  1.161
Jeongeup  2008  48  11.303  4.0  -5.0  0.0  1.096
Jeongeup  2008  49  11.804  5.5  -7.5  0.0  1.183
Jeongeup  2008  50  12.31  6.6  -5.2  0.0  1.235
Jeongeup  2008  51  11.212  10.0  -2.3  0.0  1.345
Jeongeup  2008  52  12.23  11.7  -4.0  0.0  1.554
Jeongeup  2008  53  12.317  14.5  -1.4  0.0  1.66
